PLANTA,FECHA P.,HORA,TDC REAL,TVN COCINA
CHIMBOTE,2019-12-18,1899-12-31 00:00:00,16.0,48.6
CHIMBOTE,2019-12-18,1899-12-31 01:00:00,17.0,50.6
CHIMBOTE,2019-12-18,1899-12-31 02:00:00,16.5,46.1
CHIMBOTE,2019-12-18,1899-12-31 03:00:00,17.0,35.8
CHIMBOTE,2019-12-18,1899-12-31 04:00:00,18.0,39.5
CHIMBOTE,2019-12-18,1899-12-31 05:00:00,18.0,28.0
CHIMBOTE,2019-12-18,1899-12-31 06:00:00,19.0,32.5
CHIMBOTE,2019-12-18,1899-12-31 07:00:00,20.0,35.4
CHIMBOTE,2019-12-27,1899-12-30 23:00:00,13.0,22.6
CHIMBOTE,2019-12-27,1899-12-31 01:00:00,14.0,24.0
CHIMBOTE,2019-12-27,1899-12-31 02:00:00,15.0,24.2
CHIMBOTE,2019-12-27,1899-12-31 03:00:00,17.0,26.7
CHIMBOTE,2019-12-27,1899-12-31 04:00:00,17.0,25.5
CHIMBOTE,2019-12-27,1899-12-31 05:00:00,19.0,28.2
CHIMBOTE,2019-12-27,1899-12-31 06:00:00,15.0,24.4
CHIMBOTE,2019-12-27,1899-12-31 07:00:00,21.0,27.0
CHIMBOTE,2019-12-28,1899-12-30 08:00:00,22.0,25.7
CHIMBOTE,2019-12-28,1899-12-30 09:00:00,23.0,26.0
CHIMBOTE,2019-12-28,1899-12-30 10:00:00,18.0,23.2
CHIMBOTE,2019-12-28,1899-12-30 11:00:00,19.0,24.0
CHIMBOTE,2019-12-28,1899-12-30 12:00:00,19.0,23.5
CHIMBOTE,2019-12-28,1899-12-30 13:00:00,20.0,25.6
CHIMBOTE,2019-12-28,1899-12-30 18:00:00,9.0,19.6
CHIMBOTE,2019-12-28,1899-12-30 19:00:00,26.0,18.9
CHIMBOTE,2019-12-28,1899-12-30 20:00:00,27.0,20.3
CHIMBOTE,2019-12-28,1899-12-30 21:00:00,28.0,21.7
CHIMBOTE,2019-12-28,1899-12-30 22:00:00,15.0,22.4
CHIMBOTE,2019-12-28,1899-12-30 23:00:00,16.0,24.9
CHIMBOTE,2019-12-28,1899-12-31 00:00:00,32.0,24.4
CHIMBOTE,2019-12-28,1899-12-31 01:00:00,33.0,24.6
CHIMBOTE,2019-12-28,1899-12-31 02:00:00,34.0,25.9
CHIMBOTE,2019-12-28,1899-12-31 03:00:00,35.0,25.1
CHIMBOTE,2019-12-28,1899-12-31 04:00:00,37.0,25.1
CHIMBOTE,2019-12-28,1899-12-31 05:00:00,38.0,26.4
CHIMBOTE,2019-12-28,1899-12-31 06:00:00,39.0,26.5
CHIMBOTE,2019-12-28,1899-12-31 07:00:00,40.0,23.8
CHIMBOTE,2019-12-29,1899-12-30 08:00:00,40.0,25.6
CHIMBOTE,2019-12-29,1899-12-30 09:00:00,41.0,26.7
CHIMBOTE,2019-12-29,1899-12-30 10:00:00,42.0,26.8
CHIMBOTE,2019-12-29,1899-12-30 11:00:00,43.0,27.2
CHIMBOTE,2019-12-29,1899-12-30 12:00:00,44.0,27.1
CHIMBOTE,2019-12-29,1899-12-30 13:00:00,45.0,27.4
CHIMBOTE,2019-12-29,1899-12-30 14:00:00,46.0,37.7
CHIMBOTE,2019-12-29,1899-12-30 15:00:00,47.0,38.5
CHIMBOTE,2019-12-29,1899-12-30 16:00:00,48.0,34.2
CHIMBOTE,2019-12-29,1899-12-30 17:00:00,48.0,34.6
CHIMBOTE,2019-12-29,1899-12-30 18:00:00,49.0,32.9
CHIMBOTE,2019-12-29,1899-12-30 19:00:00,50.0,30.6
CHIMBOTE,2019-12-29,1899-12-30 20:00:00,51.0,30.9
CHIMBOTE,2019-12-29,1899-12-30 21:00:00,13.0,28.4
CHIMBOTE,2019-12-29,1899-12-30 22:00:00,13.0,25.2
CHIMBOTE,2019-12-29,1899-12-31 01:00:00,14.0,28.8
CHIMBOTE,2019-12-29,1899-12-31 02:00:00,7.0,21.5
CHIMBOTE,2019-12-29,1899-12-31 03:00:00,18.0,25.9
CHIMBOTE,2019-12-29,1899-12-31 04:00:00,20.0,31.7
CHIMBOTE,2019-12-29,1899-12-31 05:00:00,21.0,30.4
CHIMBOTE,2019-12-29,1899-12-31 06:00:00,21.0,31.2
CHIMBOTE,2019-12-29,1899-12-31 07:00:00,22.0,36.2
CHIMBOTE,2019-12-30,1899-12-30 08:00:00,23.0,40.0
CHIMBOTE,2019-12-30,1899-12-30 09:00:00,24.0,42.5
CHIMBOTE,2019-12-30,1899-12-30 10:00:00,25.0,78.7
CHIMBOTE,2019-12-31,1899-12-30 17:00:00,8.0,23.6
CHIMBOTE,2019-12-31,1899-12-30 18:00:00,9.0,23.6
CHIMBOTE,2019-12-31,1899-12-30 19:00:00,10.0,24.5
CHIMBOTE,2019-12-31,1899-12-30 20:00:00,10.0,25.0
CHIMBOTE,2019-12-31,1899-12-30 21:00:00,10.0,26.0
CHIMBOTE,2019-12-31,1899-12-30 22:00:00,8.0,24.1
CHIMBOTE,2019-12-31,1899-12-30 23:00:00,12.0,28.2
CHIMBOTE,2019-12-31,1899-12-31 00:00:00,10.0,26.5
CHIMBOTE,2019-12-31,1899-12-31 01:00:00,11.0,28.6
CHIMBOTE,2019-12-31,1899-12-31 02:00:00,10.0,27.5
CHIMBOTE,2019-12-31,1899-12-31 03:00:00,10.0,30.4
CHIMBOTE,2019-12-31,1899-12-31 04:00:00,12.0,33.7
CHIMBOTE,2019-12-31,1899-12-31 05:00:00,13.0,35.2
CHIMBOTE,2019-12-31,1899-12-31 07:00:00,14.0,39.9
CHIMBOTE,2020-05-13,1899-12-30 23:00:00,13.0,19.7
CHIMBOTE,2020-05-13,1899-12-31 00:00:00,14.0,20.3
CHIMBOTE,2020-05-13,1899-12-31 01:00:00,13.0,21.6
CHIMBOTE,2020-05-14,1899-12-31 00:00:00,14.0,24.4
CHIMBOTE,2020-05-14,1899-12-31 01:00:00,12.0,20.5
CHIMBOTE,2020-05-14,1899-12-31 02:00:00,14.5,23.9
CHIMBOTE,2020-05-14,1899-12-31 04:00:00,15.0,29.7
CHIMBOTE,2020-05-14,1899-12-31 05:00:00,16.0,25.0
CHIMBOTE,2020-05-14,1899-12-31 06:00:00,19.0,32.8
CHIMBOTE,2020-05-15,1899-12-30 08:00:00,20.0,32.4
CHIMBOTE,2020-05-15,1899-12-30 09:00:00,21.0,35.2
CHIMBOTE,2020-05-15,1899-12-30 18:00:00,9.0,22.3
CHIMBOTE,2020-05-15,1899-12-30 19:00:00,10.0,25.4
CHIMBOTE,2020-05-15,1899-12-30 20:00:00,11.0,23.5
CHIMBOTE,2020-05-15,1899-12-30 22:00:00,12.0,22.8
CHIMBOTE,2020-05-15,1899-12-31 01:00:00,16.0,26.8
CHIMBOTE,2020-05-15,1899-12-31 02:00:00,17.5,27.3
CHIMBOTE,2020-05-15,1899-12-31 03:00:00,18.0,31.3
CHIMBOTE,2020-05-15,1899-12-31 04:00:00,19.0,29.3
CHIMBOTE,2020-05-15,1899-12-31 05:00:00,19.0,28.0
CHIMBOTE,2020-05-15,1899-12-31 06:00:00,21.0,29.4
CHIMBOTE,2020-05-16,1899-12-30 08:00:00,22.0,28.5
CHIMBOTE,2020-05-16,1899-12-30 09:00:00,24.0,39.8
CHIMBOTE,2020-05-16,1899-12-30 10:00:00,25.0,44.8
CHIMBOTE,2020-05-16,1899-12-30 12:00:00,27.0,50.6
CHIMBOTE,2020-05-16,1899-12-30 14:00:00,29.0,50.6
CHIMBOTE,2020-05-16,1899-12-30 16:00:00,30.0,47.5
CHIMBOTE,2020-05-16,1899-12-30 18:00:00,32.0,49.2
CHIMBOTE,2020-05-16,1899-12-30 20:00:00,35.0,59.0
CHIMBOTE,2020-05-16,1899-12-30 22:00:00,36.0,63.5
CHIMBOTE,2020-05-16,1899-12-31 01:00:00,18.0,24.5
CHIMBOTE,2020-05-16,1899-12-31 02:00:00,19.5,32.6
CHIMBOTE,2020-05-16,1899-12-31 04:00:00,18.7,27.7
CHIMBOTE,2020-05-16,1899-12-31 05:00:00,18.3,26.2
CHIMBOTE,2020-05-16,1899-12-31 06:00:00,19.5,27.9
CHIMBOTE,2020-05-16,1899-12-31 07:00:00,21.0,27.5
CHIMBOTE,2020-05-17,1899-12-30 08:00:00,22.0,27.3
CHIMBOTE,2020-05-17,1899-12-30 09:00:00,24.0,33.8
CHIMBOTE,2020-05-17,1899-12-30 17:00:00,10.0,19.7
CHIMBOTE,2020-05-17,1899-12-30 20:00:00,27.0,24.5
CHIMBOTE,2020-05-17,1899-12-30 22:00:00,29.0,24.3
CHIMBOTE,2020-05-17,1899-12-31 00:00:00,17.0,21.8
CHIMBOTE,2020-05-17,1899-12-31 01:00:00,18.0,23.8
CHIMBOTE,2020-05-17,1899-12-31 02:00:00,19.0,21.3
CHIMBOTE,2020-05-17,1899-12-31 03:00:00,17.0,20.5
CHIMBOTE,2020-05-17,1899-12-31 04:00:00,18.0,22.3
CHIMBOTE,2020-05-18,1899-12-30 18:00:00,9.0,22.2
CHIMBOTE,2020-05-18,1899-12-30 19:00:00,10.0,23.1
CHIMBOTE,2020-05-18,1899-12-30 20:00:00,14.0,18.8
CHIMBOTE,2020-05-18,1899-12-30 21:00:00,15.0,20.2
CHIMBOTE,2020-05-18,1899-12-30 22:00:00,36.0,23.0
CHIMBOTE,2020-05-18,1899-12-31 00:00:00,38.0,26.4
CHIMBOTE,2020-05-18,1899-12-31 01:00:00,18.0,18.0
CHIMBOTE,2020-05-18,1899-12-31 02:00:00,19.0,18.2
CHIMBOTE,2020-05-18,1899-12-31 03:00:00,30.5,25.9
CHIMBOTE,2020-05-18,1899-12-31 04:00:00,29.0,20.7
CHIMBOTE,2020-05-18,1899-12-31 05:00:00,30.0,27.9
CHIMBOTE,2020-05-18,1899-12-31 06:00:00,35.0,30.5
CHIMBOTE,2020-05-18,1899-12-31 07:00:00,36.0,31.6
CHIMBOTE,2020-05-19,1899-12-30 08:00:00,35.5,28.0
CHIMBOTE,2020-05-19,1899-12-30 09:00:00,25.5,30.0
CHIMBOTE,2020-05-19,1899-12-30 10:00:00,27.5,30.9
CHIMBOTE,2020-05-19,1899-12-30 11:00:00,30.0,32.7
CHIMBOTE,2020-05-19,1899-12-30 12:00:00,30.0,34.6
CHIMBOTE,2020-05-19,1899-12-30 13:00:00,33.0,22.0
CHIMBOTE,2020-05-19,1899-12-30 17:00:00,9.0,26.2
CHIMBOTE,2020-05-19,1899-12-30 18:00:00,9.0,27.1
CHIMBOTE,2020-05-19,1899-12-30 19:00:00,10.0,26.8
CHIMBOTE,2020-05-19,1899-12-30 20:00:00,12.5,27.4
CHIMBOTE,2020-05-19,1899-12-30 21:00:00,13.0,24.3
CHIMBOTE,2020-05-19,1899-12-30 22:00:00,14.5,26.9
CHIMBOTE,2020-05-19,1899-12-30 23:00:00,16.5,27.8
CHIMBOTE,2020-05-19,1899-12-31 00:00:00,17.5,28.2
CHIMBOTE,2020-05-19,1899-12-31 01:00:00,18.5,28.8
CHIMBOTE,2020-05-19,1899-12-31 02:00:00,31.0,29.6
CHIMBOTE,2020-05-19,1899-12-31 03:00:00,32.0,30.4
CHIMBOTE,2020-05-19,1899-12-31 04:00:00,21.5,29.0
CHIMBOTE,2020-05-19,1899-12-31 05:00:00,21.5,30.3
CHIMBOTE,2020-05-19,1899-12-31 06:00:00,22.5,30.9
CHIMBOTE,2020-05-19,1899-12-31 07:00:00,23.0,30.5
CHIMBOTE,2020-05-20,1899-12-30 08:00:00,24.0,39.3
CHIMBOTE,2020-05-20,1899-12-30 09:00:00,25.0,39.3
CHIMBOTE,2020-05-20,1899-12-30 10:00:00,26.0,28.2
CHIMBOTE,2020-05-20,1899-12-30 11:00:00,27.0,39.3
CHIMBOTE,2020-05-20,1899-12-30 12:00:00,28.0,37.4
CHIMBOTE,2020-05-20,1899-12-30 13:00:00,28.0,38.3
CHIMBOTE,2020-05-20,1899-12-30 14:00:00,30.0,36.9
CHIMBOTE,2020-05-20,1899-12-30 15:00:00,31.0,37.4
CHIMBOTE,2020-05-20,1899-12-30 16:00:00,30.0,38.8
CHIMBOTE,2020-05-20,1899-12-30 17:00:00,10.0,21.0
CHIMBOTE,2020-05-20,1899-12-30 18:00:00,11.0,20.3
CHIMBOTE,2020-05-20,1899-12-30 19:00:00,12.0,21.9
CHIMBOTE,2020-05-20,1899-12-30 20:00:00,13.0,19.8
CHIMBOTE,2020-05-20,1899-12-30 21:00:00,14.0,20.4
CHIMBOTE,2020-05-20,1899-12-30 22:00:00,15.0,21.2
CHIMBOTE,2020-05-20,1899-12-30 23:00:00,15.5,22.2
CHIMBOTE,2020-05-20,1899-12-31 00:00:00,16.5,23.3
CHIMBOTE,2020-05-20,1899-12-31 01:00:00,17.5,22.8
CHIMBOTE,2020-05-20,1899-12-31 02:00:00,18.5,25.2
CHIMBOTE,2020-05-20,1899-12-31 03:00:00,18.0,26.0
CHIMBOTE,2020-05-20,1899-12-31 04:00:00,20.0,29.4
CHIMBOTE,2020-05-20,1899-12-31 05:00:00,22.0,25.2
CHIMBOTE,2020-05-20,1899-12-31 06:00:00,22.5,29.0
CHIMBOTE,2020-05-20,1899-12-31 07:00:00,23.5,31.4
CHIMBOTE,2020-05-21,1899-12-30 08:00:00,23.0,33.1
CHIMBOTE,2020-05-21,1899-12-30 09:00:00,24.0,34.5
CHIMBOTE,2020-05-21,1899-12-30 10:00:00,25.0,34.6
CHIMBOTE,2020-05-21,1899-12-30 11:00:00,27.0,36.2
CHIMBOTE,2020-05-21,1899-12-30 12:00:00,28.0,37.1
CHIMBOTE,2020-05-21,1899-12-30 13:00:00,29.0,38.6
CHIMBOTE,2020-05-21,1899-12-30 14:00:00,19.0,29.8
CHIMBOTE,2020-05-21,1899-12-30 15:00:00,22.0,39.9
CHIMBOTE,2020-05-21,1899-12-30 16:00:00,8.0,22.9
CHIMBOTE,2020-05-21,1899-12-30 18:00:00,13.0,19.5
CHIMBOTE,2020-05-21,1899-12-30 19:00:00,15.0,17.1
CHIMBOTE,2020-05-21,1899-12-30 20:00:00,15.0,21.9
CHIMBOTE,2020-05-21,1899-12-30 21:00:00,16.0,21.3
CHIMBOTE,2020-05-21,1899-12-30 22:00:00,18.0,21.6
CHIMBOTE,2020-05-21,1899-12-30 23:00:00,17.0,21.6
CHIMBOTE,2020-05-21,1899-12-31 00:00:00,18.7,23.0
CHIMBOTE,2020-05-21,1899-12-31 01:00:00,19.7,24.3
CHIMBOTE,2020-05-21,1899-12-31 02:00:00,20.0,25.7
CHIMBOTE,2020-05-21,1899-12-31 03:00:00,21.3,25.8
CHIMBOTE,2020-05-21,1899-12-31 04:00:00,22.0,26.2
CHIMBOTE,2020-05-21,1899-12-31 05:00:00,23.0,28.0
CHIMBOTE,2020-05-21,1899-12-31 06:00:00,20.7,26.7
CHIMBOTE,2020-05-21,1899-12-31 07:00:00,25.0,27.4
CHIMBOTE,2020-05-22,1899-12-30 08:00:00,25.0,28.8
CHIMBOTE,2020-05-22,1899-12-30 09:00:00,28.0,22.8
CHIMBOTE,2020-05-22,1899-12-30 10:00:00,27.0,27.4
CHIMBOTE,2020-05-22,1899-12-30 11:00:00,28.0,29.1
CHIMBOTE,2020-05-22,1899-12-30 12:00:00,24.5,31.5
CHIMBOTE,2020-05-22,1899-12-30 13:00:00,27.5,29.9
CHIMBOTE,2020-05-22,1899-12-30 14:00:00,28.0,37.8
CHIMBOTE,2020-05-22,1899-12-30 15:00:00,29.5,26.3
CHIMBOTE,2020-05-22,1899-12-30 16:00:00,30.5,37.1
CHIMBOTE,2020-05-22,1899-12-30 17:00:00,17.5,22.1
CHIMBOTE,2020-05-22,1899-12-30 18:00:00,21.0,35.7
CHIMBOTE,2020-05-22,1899-12-30 19:00:00,20.0,17.7
CHIMBOTE,2020-05-22,1899-12-30 20:00:00,13.7,24.8
CHIMBOTE,2020-05-22,1899-12-30 21:00:00,14.3,26.0
CHIMBOTE,2020-05-22,1899-12-30 22:00:00,14.3,24.0
CHIMBOTE,2020-05-22,1899-12-30 23:00:00,19.3,25.2
CHIMBOTE,2020-05-22,1899-12-31 00:00:00,20.3,23.9
CHIMBOTE,2020-05-22,1899-12-31 01:00:00,22.0,25.6
CHIMBOTE,2020-05-22,1899-12-31 02:00:00,22.7,24.2
CHIMBOTE,2020-05-22,1899-12-31 03:00:00,24.0,22.5
CHIMBOTE,2020-05-22,1899-12-31 04:00:00,25.0,24.3
CHIMBOTE,2020-05-22,1899-12-31 05:00:00,22.3,23.4
CHIMBOTE,2020-05-22,1899-12-31 06:00:00,23.3,26.4
CHIMBOTE,2020-05-22,1899-12-31 07:00:00,24.0,27.6
CHIMBOTE,2020-05-23,1899-12-30 08:00:00,23.0,32.0
CHIMBOTE,2020-05-23,1899-12-30 09:00:00,24.0,34.3
CHIMBOTE,2020-05-23,1899-12-30 10:00:00,24.3,38.6
CHIMBOTE,2020-05-23,1899-12-30 11:00:00,28.5,27.9
CHIMBOTE,2020-05-23,1899-12-30 12:00:00,29.5,29.4
CHIMBOTE,2020-05-23,1899-12-30 13:00:00,28.5,32.2
CHIMBOTE,2020-05-23,1899-12-30 14:00:00,8.0,29.6
CHIMBOTE,2020-05-23,1899-12-30 20:00:00,11.0,21.9
CHIMBOTE,2020-05-23,1899-12-30 21:00:00,13.0,22.4
CHIMBOTE,2020-05-23,1899-12-30 22:00:00,14.0,23.4
CHIMBOTE,2020-05-23,1899-12-30 23:00:00,15.3,25.1
CHIMBOTE,2020-05-23,1899-12-31 00:00:00,16.5,25.5
CHIMBOTE,2020-05-23,1899-12-31 01:00:00,18.0,25.4
CHIMBOTE,2020-05-23,1899-12-31 02:00:00,19.0,27.0
CHIMBOTE,2020-05-23,1899-12-31 03:00:00,19.3,27.3
CHIMBOTE,2020-05-23,1899-12-31 04:00:00,20.5,28.1
CHIMBOTE,2020-05-23,1899-12-31 05:00:00,25.5,29.7
CHIMBOTE,2020-05-23,1899-12-31 06:00:00,23.0,27.4
CHIMBOTE,2020-05-23,1899-12-31 07:00:00,22.3,23.2
CHIMBOTE,2020-05-24,1899-12-30 08:00:00,28.5,32.9
CHIMBOTE,2020-05-24,1899-12-30 09:00:00,30.5,31.7
CHIMBOTE,2020-05-24,1899-12-30 10:00:00,31.5,37.2
CHIMBOTE,2020-05-24,1899-12-30 11:00:00,30.0,29.2
CHIMBOTE,2020-05-24,1899-12-30 12:00:00,29.0,30.9
CHIMBOTE,2020-05-24,1899-12-30 13:00:00,28.0,35.5
CHIMBOTE,2020-05-24,1899-12-30 14:00:00,37.5,46.4
CHIMBOTE,2020-05-24,1899-12-30 15:00:00,30.0,51.6
CHIMBOTE,2020-05-24,1899-12-30 16:00:00,31.5,54.2
CHIMBOTE,2020-05-24,1899-12-30 18:00:00,18.0,32.7
CHIMBOTE,2020-05-24,1899-12-30 19:00:00,16.0,19.7
CHIMBOTE,2020-05-24,1899-12-30 20:00:00,17.0,31.3
CHIMBOTE,2020-05-24,1899-12-30 21:00:00,28.5,21.4
CHIMBOTE,2020-05-24,1899-12-30 22:00:00,18.3,30.1
CHIMBOTE,2020-05-24,1899-12-30 23:00:00,30.3,22.6
CHIMBOTE,2020-05-24,1899-12-31 00:00:00,28.5,25.2
CHIMBOTE,2020-05-24,1899-12-31 01:00:00,27.3,21.0
CHIMBOTE,2020-05-24,1899-12-31 02:00:00,28.3,24.2
CHIMBOTE,2020-05-24,1899-12-31 03:00:00,25.3,27.2
CHIMBOTE,2020-05-24,1899-12-31 04:00:00,24.5,27.1
CHIMBOTE,2020-05-24,1899-12-31 05:00:00,25.8,27.2
CHIMBOTE,2020-05-24,1899-12-31 06:00:00,25.5,30.0
CHIMBOTE,2020-05-24,1899-12-31 07:00:00,19.8,25.9
CHIMBOTE,2020-05-25,1899-12-30 08:00:00,21.7,29.2
CHIMBOTE,2020-05-25,1899-12-30 09:00:00,23.7,34.1
CHIMBOTE,2020-05-25,1899-12-30 10:00:00,24.0,30.8
CHIMBOTE,2020-05-25,1899-12-30 11:00:00,24.7,32.8
CHIMBOTE,2020-05-25,1899-12-30 12:00:00,25.0,32.4
CHIMBOTE,2020-05-25,1899-12-30 14:00:00,27.0,31.9
CHIMBOTE,2020-05-25,1899-12-30 15:00:00,21.0,18.0
CHIMBOTE,2020-05-25,1899-12-30 16:00:00,23.3,30.2
CHIMBOTE,2020-05-25,1899-12-30 17:00:00,22.5,20.7
CHIMBOTE,2020-05-25,1899-12-30 18:00:00,23.5,21.3
CHIMBOTE,2020-05-25,1899-12-30 19:00:00,19.3,19.4
CHIMBOTE,2020-05-25,1899-12-30 20:00:00,18.0,21.3
CHIMBOTE,2020-05-25,1899-12-30 21:00:00,19.3,18.7
CHIMBOTE,2020-05-25,1899-12-30 22:00:00,19.0,20.0
CHIMBOTE,2020-05-25,1899-12-30 23:00:00,16.0,20.9
CHIMBOTE,2020-05-25,1899-12-31 00:00:00,20.8,19.7
CHIMBOTE,2020-05-25,1899-12-31 01:00:00,11.3,21.0
CHIMBOTE,2020-05-25,1899-12-31 02:00:00,17.0,24.2
CHIMBOTE,2020-05-25,1899-12-31 03:00:00,17.7,22.3
CHIMBOTE,2020-05-25,1899-12-31 04:00:00,17.0,24.3
CHIMBOTE,2020-05-25,1899-12-31 05:00:00,18.3,21.9
CHIMBOTE,2020-05-25,1899-12-31 06:00:00,18.8,26.1
CHIMBOTE,2020-05-25,1899-12-31 07:00:00,20.0,22.7
CHIMBOTE,2020-05-26,1899-12-30 08:00:00,21.0,25.8
CHIMBOTE,2020-05-26,1899-12-30 09:00:00,23.7,35.8
CHIMBOTE,2020-05-26,1899-12-30 10:00:00,22.3,26.7
CHIMBOTE,2020-05-26,1899-12-30 12:00:00,25.3,33.1
CHIMBOTE,2020-05-26,1899-12-30 14:00:00,18.5,24.8
CHIMBOTE,2020-05-26,1899-12-30 18:00:00,23.5,30.3
CHIMBOTE,2020-05-26,1899-12-30 19:00:00,25.0,20.5
CHIMBOTE,2020-05-26,1899-12-30 20:00:00,25.0,23.0
CHIMBOTE,2020-05-26,1899-12-30 22:00:00,26.3,23.4
CHIMBOTE,2020-05-26,1899-12-31 00:00:00,15.0,27.0
CHIMBOTE,2020-05-26,1899-12-31 01:00:00,15.7,23.2
CHIMBOTE,2020-05-26,1899-12-31 02:00:00,20.5,23.4
CHIMBOTE,2020-05-26,1899-12-31 03:00:00,22.7,25.0
CHIMBOTE,2020-05-26,1899-12-31 04:00:00,20.3,25.6
CHIMBOTE,2020-05-26,1899-12-31 05:00:00,20.5,23.5
CHIMBOTE,2020-05-26,1899-12-31 06:00:00,22.0,29.1
CHIMBOTE,2020-05-26,1899-12-31 07:00:00,20.5,32.4
CHIMBOTE,2020-05-27,1899-12-30 08:00:00,22.5,32.5
CHIMBOTE,2020-05-27,1899-12-30 10:00:00,21.0,48.6
CHIMBOTE,2020-05-27,1899-12-30 11:00:00,24.3,35.9
CHIMBOTE,2020-05-27,1899-12-30 12:00:00,25.0,37.5
CHIMBOTE,2020-05-27,1899-12-30 14:00:00,27.0,38.7
CHIMBOTE,2020-05-27,1899-12-30 16:00:00,20.0,37.7
CHIMBOTE,2020-05-27,1899-12-30 17:00:00,10.0,18.9
CHIMBOTE,2020-05-27,1899-12-30 18:00:00,10.7,22.0
CHIMBOTE,2020-05-27,1899-12-31 06:00:00,19.0,29.7
MALABRIGO,2019-11-06,1899-12-30 23:00:00,15.0,30.1
MALABRIGO,2019-11-06,1899-12-31 00:00:00,16.0,24.6
MALABRIGO,2019-11-06,1899-12-31 01:00:00,17.0,25.9
MALABRIGO,2019-11-06,1899-12-31 02:00:00,18.0,28.5
MALABRIGO,2019-11-06,1899-12-31 03:00:00,19.0,26.8
MALABRIGO,2019-11-06,1899-12-31 04:00:00,20.0,28.3
MALABRIGO,2019-11-06,1899-12-31 06:00:00,21.0,26.0
MALABRIGO,2019-11-06,1899-12-31 07:00:00,22.0,28.9
MALABRIGO,2019-11-07,1899-12-30 08:00:00,24.0,20.7
MALABRIGO,2019-11-07,1899-12-30 09:00:00,25.0,30.6
MALABRIGO,2019-11-07,1899-12-30 10:00:00,26.0,32.7
MALABRIGO,2019-11-07,1899-12-30 11:00:00,27.0,33.6
MALABRIGO,2019-11-07,1899-12-30 12:00:00,27.5,39.5
MALABRIGO,2019-11-07,1899-12-30 13:00:00,28.0,39.7
MALABRIGO,2019-11-07,1899-12-30 14:00:00,30.0,42.1
MALABRIGO,2019-11-07,1899-12-30 18:00:00,32.0,23.1
MALABRIGO,2019-11-07,1899-12-30 19:00:00,25.0,22.0
MALABRIGO,2019-11-07,1899-12-30 20:00:00,26.0,24.6
MALABRIGO,2019-11-07,1899-12-30 21:00:00,27.0,27.1
MALABRIGO,2019-11-07,1899-12-30 22:00:00,22.8,26.7
MALABRIGO,2019-11-07,1899-12-30 23:00:00,22.5,27.9
MALABRIGO,2019-11-07,1899-12-31 00:00:00,17.5,27.2
MALABRIGO,2019-11-07,1899-12-31 01:00:00,18.0,28.7
MALABRIGO,2019-11-07,1899-12-31 02:00:00,23.8,27.9
MALABRIGO,2019-11-07,1899-12-31 03:00:00,27.0,27.9
MALABRIGO,2019-11-07,1899-12-31 05:00:00,30.5,29.6
MALABRIGO,2019-11-07,1899-12-31 06:00:00,27.3,34.8
MALABRIGO,2019-11-07,1899-12-31 07:00:00,27.0,32.6
MALABRIGO,2019-11-08,1899-12-30 08:00:00,31.0,31.4
MALABRIGO,2019-11-08,1899-12-30 09:00:00,49.0,25.3
MALABRIGO,2019-11-08,1899-12-30 10:00:00,31.3,31.8
MALABRIGO,2019-11-08,1899-12-30 11:00:00,31.5,33.7
MALABRIGO,2019-11-08,1899-12-30 12:00:00,34.3,33.1
MALABRIGO,2019-11-08,1899-12-30 13:00:00,52.0,33.8
MALABRIGO,2019-11-08,1899-12-30 14:00:00,38.5,29.2
MALABRIGO,2019-11-08,1899-12-30 15:00:00,54.0,28.7
MALABRIGO,2019-11-08,1899-12-30 16:00:00,55.0,28.5
MALABRIGO,2019-11-08,1899-12-30 17:00:00,56.0,27.7
MALABRIGO,2019-11-08,1899-12-30 18:00:00,57.0,27.6
MALABRIGO,2019-11-08,1899-12-30 19:00:00,58.0,28.6
MALABRIGO,2019-11-08,1899-12-30 21:00:00,10.0,21.0
MALABRIGO,2019-11-08,1899-12-30 22:00:00,25.7,31.6
MALABRIGO,2019-11-08,1899-12-30 23:00:00,25.0,33.1
MALABRIGO,2019-11-08,1899-12-31 00:00:00,27.7,34.3
MALABRIGO,2019-11-08,1899-12-31 01:00:00,26.5,33.7
MALABRIGO,2019-11-08,1899-12-31 02:00:00,23.8,34.2
MALABRIGO,2019-11-08,1899-12-31 03:00:00,25.0,39.1
MALABRIGO,2019-11-08,1899-12-31 04:00:00,28.0,43.4
MALABRIGO,2019-11-08,1899-12-31 05:00:00,27.3,43.7
MALABRIGO,2019-11-08,1899-12-31 06:00:00,28.3,46.8
MALABRIGO,2019-11-08,1899-12-31 07:00:00,29.0,55.4
MALABRIGO,2019-11-09,1899-12-30 08:00:00,27.7,44.3
MALABRIGO,2019-11-09,1899-12-30 09:00:00,33.0,27.2
MALABRIGO,2019-11-09,1899-12-30 10:00:00,32.0,66.3
MALABRIGO,2019-11-09,1899-12-30 11:00:00,40.5,34.4
MALABRIGO,2019-11-09,1899-12-30 12:00:00,34.3,61.0
MALABRIGO,2019-11-09,1899-12-30 13:00:00,29.0,27.2
MALABRIGO,2019-11-09,1899-12-30 14:00:00,30.0,24.8
MALABRIGO,2019-11-09,1899-12-30 16:00:00,32.0,54.9
MALABRIGO,2019-11-09,1899-12-30 18:00:00,34.0,50.4
MALABRIGO,2019-11-09,1899-12-30 19:00:00,25.0,25.6
MALABRIGO,2019-11-09,1899-12-30 20:00:00,14.3,23.7
