Marea,Planta,Embarcacion,Bodega,% Llenado,TDC-Desc,TVN,año,temporada_año,# Calas
147324,PISCO SUR,ZORRITOS 2,Tradicional,37.0,13.0,24.77,2019,2019-I,3
147325,PISCO SUR,TINO,Tradicional,69.0,16.0,29.92,2019,2019-I,4
147280,PISCO SUR,CARMEN JUDITH 2,Tradicional,48.0,16.0,26.68,2019,2019-I,3
147312,PISCO SUR,TASA 411,Tradicional,42.0,14.0,26.9,2019,2019-I,2
147282,PISCO SUR,CARMEN JUDITH 3,Tradicional,42.0,13.0,24.76,2019,2019-I,2
147315,PISCO SUR,TASA 416,Tradicional,8.0,11.0,20.14,2019,2019-I,2
147284,PISCO SUR,CARMEN JUDITH 5,Tradicional,26.0,14.0,26.54,2019,2019-I,3
147300,PISCO SUR,TASA 420,Tradicional,73.0,18.0,29.03,2019,2019-I,3
147298,PISCO SUR,TASA 414,Tradicional,54.0,20.0,31.26,2019,2019-I,4
147295,PISCO SUR,TASA 417,Tradicional,63.0,22.0,47.71,2019,2019-I,5
147291,PISCO SUR,TASA 51,Frio,31.0,24.0,17.59,2019,2019-I,4
147340,MALABRIGO,TASA 58,Frio,66.0,20.0,18.09,2019,2019-I,4
147343,MALABRIGO,TASA 35,Tradicional,3.0,8.0,17.07,2019,2019-I,1
147382,MALABRIGO,MACABI 1,Tradicional,9.0,4.0,15.56,2019,2019-I,1
147332,MALABRIGO,TASA 45,Frio,31.0,15.0,18.66,2019,2019-I,2
147381,MALABRIGO,MACABI 9,Tradicional,16.0,10.0,16.05,2019,2019-I,2
147394,MALABRIGO,MACABI 10,Tradicional,32.0,10.0,16.1,2019,2019-I,2
147410,MALABRIGO,DOÑA ADDY,Tradicional,46.0,7.0,15.43,2019,2019-I,1
147339,MALABRIGO,TASA 315,Tradicional,8.0,12.0,15.01,2019,2019-I,1
147341,MALABRIGO,TASA 314,Tradicional,10.0,12.0,21.24,2019,2019-I,1
147372,MALABRIGO,DON FRANCISCO,Tradicional,46.0,7.0,18.94,2019,2019-I,1
147380,MALABRIGO,MACABI 5,Tradicional,27.0,13.0,15.17,2019,2019-I,2
147374,MALABRIGO,SANDRINA,Tradicional,79.0,15.0,20.27,2019,2019-I,2
147371,MALABRIGO,AMAZONAS 8,Tradicional,12.0,10.0,20.69,2019,2019-I,1
147397,MALABRIGO,KAROL,Tradicional,83.0,14.0,16.02,2019,2019-I,3
147383,MALABRIGO,MODESTO,Tradicional,71.0,10.0,20.72,2019,2019-I,1
147370,MALABRIGO,MI JOSE LUIS N 2,Tradicional,23.0,12.0,16.05,2019,2019-I,1
147376,MALABRIGO,SAN JUDAS,Tradicional,28.000000000000004,16.0,23.44,2019,2019-I,1
147296,MALABRIGO,TASA 36,Tradicional,28.000000000000004,16.0,23.12,2019,2019-I,1
147373,MALABRIGO,MALAGA 1,Tradicional,13.0,10.0,17.43,2019,2019-I,1
147388,MALABRIGO,AURORA MARGARITA 2,Tradicional,121.0,12.0,17.58,2019,2019-I,2
147387,MALABRIGO,SANTA MARGARITA 2,Tradicional,93.0,11.0,17.32,2019,2019-I,1
147377,MALABRIGO,JOAS LO QUE JEHOVA DIO,Tradicional,96.0,10.0,17.64,2019,2019-I,1
147418,MALABRIGO,SAN JUAN BAUTISTA 3,Tradicional,69.0,14.0,19.36,2019,2019-I,3
147375,MALABRIGO,COQUI XII,Tradicional,7.000000000000001,14.0,20.28,2019,2019-I,1
147313,MALABRIGO,TASA 427,Frio,64.0,25.0,17.21,2019,2019-I,4
147335,MALABRIGO,TASA 61,Frio,51.0,18.0,16.47,2019,2019-I,2
147320,MALABRIGO,TASA 43,Frio,70.0,31.0,18.56,2019,2019-I,7
147329,MALABRIGO,TASA 42,Frio,69.0,24.0,18.36,2019,2019-I,4
147379,CHIMBOTE,DON ALFONSO,Tradicional,80.0,14.0,30.16,2019,2019-I,2
147348,CALLAO,TASA 418,Tradicional,59.0,12.0,22.4,2019,2019-I,2
147353,CALLAO,TASA 310,Tradicional,54.0,13.0,23.22,2019,2019-I,2
147407,PISCO NORTE,CARMEN JUDITH 5,Tradicional,43.0,13.0,23.84,2019,2019-I,3
147350,PISCO NORTE,TASA 426,Tradicional,17.0,12.0,22.79,2019,2019-I,3
147357,PISCO NORTE,TASA 416,Tradicional,10.0,15.0,26.21,2019,2019-I,3
147347,PISCO NORTE,TASA 17,Tradicional,21.0,14.0,24.82,2019,2019-I,3
147355,PISCO NORTE,TASA 412,Tradicional,23.0,13.0,28.75,2019,2019-I,2
147349,PISCO NORTE,TASA 31,Tradicional,31.0,15.0,28.63,2019,2019-I,2
147297,PISCO NORTE,TASA 53,Frio,47.0,38.0,24.4,2019,2019-I,7
147402,PISCO SUR,ANTICA B,Tradicional,50.0,11.0,20.88,2019,2019-I,3
147405,PISCO SUR,CARMEN JUDITH 2,Tradicional,53.0,11.0,23.39,2019,2019-I,2
147364,PISCO SUR,TASA 415,Tradicional,5.0,16.0,28.12,2019,2019-I,2
147406,PISCO SUR,CARMEN JUDITH 3,Tradicional,25.0,12.0,24.89,2019,2019-I,2
147403,PISCO SUR,ZORRITOS 2,Tradicional,48.0,14.0,23.71,2019,2019-I,3
147404,PISCO SUR,TINO,Tradicional,43.0,13.0,24.51,2019,2019-I,3
147354,PISCO SUR,TASA 411,Tradicional,17.0,14.0,25.67,2019,2019-I,2
147193,PISCO SUR,TEO,Tradicional,42.0,15.0,27.96,2019,2019-I,3
147395,PISCO SUR,SANTA ROSA,Tradicional,56.99999999999999,16.0,25.02,2019,2019-I,2
147365,PISCO SUR,TASA 414,Tradicional,2.0,11.0,22.55,2019,2019-I,1
147384,PISCO SUR,TASA 420,Tradicional,83.0,16.0,28.98,2019,2019-I,3
147361,PISCO SUR,TASA 413,Tradicional,27.0,12.0,27.3,2019,2019-I,1
147333,PISCO SUR,TASA 59,Frio,32.0,20.0,16.88,2019,2019-I,5
147396,PISCO SUR,JAVIER,Tradicional,15.0,16.0,30.45,2019,2019-I,1
147346,PISCO SUR,TASA 57,Frio,49.0,27.0,21.92,2019,2019-I,7
147327,PISCO SUR,TASA 52,Frio,25.0,27.0,18.35,2019,2019-I,6
147417,MALABRIGO,TASA 36,Tradicional,5.0,5.0,17.78,2019,2019-I,1
147440,MALABRIGO,DOÑA ADDY,Tradicional,5.0,6.0,16.89,2019,2019-I,1
147345,MALABRIGO,TASA 34,Tradicional,21.0,12.0,19.63,2019,2019-I,3
147445,MALABRIGO,AMAZONAS 8,Tradicional,19.0,6.0,18.33,2019,2019-I,1
147441,MALABRIGO,DON FRANCISCO,Tradicional,13.0,6.0,16.45,2019,2019-I,1
147446,MALABRIGO,JOAS LO QUE JEHOVA DIO,Tradicional,19.0,9.0,16.1,2019,2019-I,1
147449,MALABRIGO,MODESTO,Tradicional,28.999999999999996,9.0,18.72,2019,2019-I,1
147358,MALABRIGO,TASA 41,Frio,62.0,27.0,21.98,2019,2019-I,4
147443,MALABRIGO,MALAGA 1,Tradicional,39.0,14.0,17.51,2019,2019-I,4
147476,MALABRIGO,MI JOSE LUIS N 2,Tradicional,96.0,12.0,16.97,2019,2019-I,2
147442,MALABRIGO,SANDRINA,Tradicional,91.0,15.0,16.09,2019,2019-I,2
147448,MALABRIGO,COQUI XII,Tradicional,20.0,12.0,17.25,2019,2019-I,2
147366,MALABRIGO,TASA 419,Frio,64.0,28.0,18.19,2019,2019-I,3
147434,MALABRIGO,KAROL,Tradicional,60.0,16.0,16.36,2019,2019-I,2
147360,MALABRIGO,TASA 425,Frio,65.0,31.0,17.38,2019,2019-I,5
147368,MALABRIGO,TASA 44,Frio,35.0,31.0,17.41,2019,2019-I,4
147413,MALABRIGO,TASA 45,Frio,57.99999999999999,25.0,17.62,2019,2019-I,6
147452,CHIMBOTE,SAN JUAN BAUTISTA 3,Tradicional,71.0,16.0,26.1,2019,2019-I,2
147344,CHIMBOTE,TASA 218,Tradicional,48.0,19.0,28.15,2019,2019-I,2
147451,CHIMBOTE,SANTA MARGARITA 2,Tradicional,69.0,14.0,27.47,2019,2019-I,1
147435,CHIMBOTE,MACABI 10,Tradicional,37.0,14.0,26.79,2019,2019-I,2
147438,CHIMBOTE,MACABI 1,Tradicional,23.0,12.0,26.32,2019,2019-I,2
147436,CHIMBOTE,MACABI 9,Tradicional,28.000000000000004,15.0,26.07,2019,2019-I,2
147444,CHIMBOTE,AURORA MARGARITA 2,Tradicional,56.00000000000001,11.0,23.64,2019,2019-I,1
147415,CHIMBOTE,TASA 35,Tradicional,2.0,6.0,30.09,2019,2019-I,1
147437,CHIMBOTE,MACABI 5,Tradicional,24.0,8.0,27.86,2019,2019-I,1
147351,CHIMBOTE,TASA 21,Tradicional,16.0,7.0,30.21,2019,2019-I,1
147337,CHIMBOTE,TASA 22,Tradicional,8.0,6.0,29.58,2019,2019-I,1
147456,CALLAO,TASA 59,Frio,87.0,20.0,20.5,2019,2019-I,3
147363,CALLAO,TASA 56,Frio,91.0,41.0,26.71,2019,2019-I,5
147336,CALLAO,TASA 54,Frio,57.99999999999999,40.0,17.72,2019,2019-I,8
147401,CALLAO,TASA 51,Frio,81.0,37.0,24.73,2019,2019-I,4
147433,CALLAO,TASA 31,Tradicional,70.0,18.0,26.63,2019,2019-I,2
147386,CALLAO,TASA 417,Tradicional,63.0,17.0,23.14,2019,2019-I,3
147431,CALLAO,TASA 414,Tradicional,62.0,16.0,26.01,2019,2019-I,2
147468,PISCO NORTE,CARMEN JUDITH 4,Tradicional,10.0,20.0,32.17,2019,2019-I,2
147430,PISCO NORTE,TASA 412,Tradicional,25.0,20.0,35.51,2019,2019-I,2
147450,PISCO NORTE,TASA 413,Tradicional,28.999999999999996,18.0,33.57,2019,2019-I,2
147426,PISCO NORTE,TASA 17,Tradicional,50.0,17.0,30.68,2019,2019-I,3
147465,PISCO NORTE,TINO,Tradicional,56.99999999999999,17.0,29.85,2019,2019-I,3
147455,PISCO NORTE,TASA 420,Tradicional,31.0,12.0,29.45,2019,2019-I,2
147423,PISCO NORTE,TASA 424,Tradicional,70.0,16.0,28.41,2019,2019-I,5
147467,PISCO NORTE,CARMEN JUDITH 3,Tradicional,21.0,20.0,32.21,2019,2019-I,2
147469,PISCO SUR,CARMEN JUDITH 5,Tradicional,11.0,8.0,21.7,2019,2019-I,1
147428,PISCO SUR,TASA 416,Tradicional,62.0,10.0,22.28,2019,2019-I,2
147470,PISCO SUR,SANTA ROSA,Tradicional,41.0,12.0,22.2,2019,2019-I,2
147466,PISCO SUR,CARMEN JUDITH 2,Tradicional,11.0,12.0,23.59,2019,2019-I,2
147461,PISCO SUR,ANTICA B,Tradicional,22.0,15.0,25.18,2019,2019-I,2
147464,PISCO SUR,ZORRITOS 2,Tradicional,35.0,15.0,24.49,2019,2019-I,2
147429,PISCO SUR,TASA 426,Tradicional,86.0,15.0,24.1,2019,2019-I,3
147425,PISCO SUR,TASA 415,Tradicional,76.0,18.0,28.49,2019,2019-I,4
147439,PISCO SUR,TASA 411,Tradicional,80.0,18.0,25.49,2019,2019-I,3
147398,PISCO SUR,TASA 55,Frio,95.0,19.0,22.2,2019,2019-I,3
147419,MATARANI,COQUI II,Tradicional,87.0,8.0,17.76,2019,2019-I,2
147474,MATARANI,COQUI VI,Tradicional,96.0,15.0,29.91,2019,2019-I,2
147477,MATARANI,SAN JUDAS II,Tradicional,68.0,16.0,19.08,2019,2019-I,3
147458,MALABRIGO,TASA 42,Frio,42.0,29.0,20.16,2019,2019-I,4
147453,MALABRIGO,TASA 427,Frio,74.0,28.0,21.41,2019,2019-I,4
147505,MALABRIGO,DON FRANCISCO,Tradicional,30.0,7.0,16.46,2019,2019-I,3
147454,MALABRIGO,TASA 61,Frio,67.0,24.0,18.08,2019,2019-I,3
147504,MALABRIGO,AMAZONAS 8,Tradicional,38.0,6.0,17.97,2019,2019-I,1
147507,MALABRIGO,MI JOSE LUIS N 2,Tradicional,87.0,6.0,18.75,2019,2019-I,1
147525,MALABRIGO,MODESTO,Tradicional,60.0,6.0,16.6,2019,2019-I,1
147513,MALABRIGO,COQUI XII,Tradicional,10.0,6.0,20.5,2019,2019-I,1
147529,MALABRIGO,DOÑA ADDY,Tradicional,17.0,6.0,20.28,2019,2019-I,1
147462,CALLAO,TASA 52,Frio,43.0,28.0,32.22,2019,2019-I,3
147408,CALLAO,TASA 71,Frio,55.00000000000001,30.0,20.74,2019,2019-I,3
147463,CALLAO,TASA 57,Frio,73.0,21.0,29.76,2019,2019-I,4
147459,CALLAO,TASA 53,Frio,48.0,23.0,25.14,2019,2019-I,3
147471,PISCO SUR,TEO,Tradicional,24.0,22.0,34.93,2019,2019-I,2
147420,PISCO SUR,TASA 418,Tradicional,19.0,19.0,32.79,2019,2019-I,1
147519,MATARANI,BENDICION DEL SEÑOR,Tradicional,71.0,8.0,16.07,2019,2019-I,1
147520,MATARANI,COQUI VI,Tradicional,97.0,11.0,15.58,2019,2019-I,3
147518,MATARANI,COQUI IX,Tradicional,56.00000000000001,13.0,17.89,2019,2019-I,2
147521,MATARANI,COQUI II,Tradicional,89.0,14.0,21.9,2019,2019-I,3
147523,MATARANI,SAN JUDAS II,Tradicional,23.0,10.0,17.63,2019,2019-I,1
147522,MATARANI,COQUI X,Tradicional,15.0,12.0,20.84,2019,2019-I,2
147500,MALABRIGO,TASA 419,Frio,69.0,31.0,19.56,2019,2019-I,3
147498,MALABRIGO,TASA 425,Frio,75.0,15.0,19.99,2019,2019-I,2
147502,MALABRIGO,TASA 44,Frio,78.0,26.0,15.54,2019,2019-I,4
147501,MALABRIGO,TASA 41,Frio,40.0,26.0,19.76,2019,2019-I,2
147517,MALABRIGO,TASA 45,Frio,82.0,21.0,20.98,2019,2019-I,2
147577,MALABRIGO,COQUI XII,Tradicional,38.0,12.0,17.55,2019,2019-I,3
147581,MALABRIGO,JOAS LO QUE JEHOVA DIO,Tradicional,28.000000000000004,4.0,19.33,2019,2019-I,1
147564,MALABRIGO,MALAGA 1,Tradicional,27.0,8.0,18.53,2019,2019-I,2
147580,MALABRIGO,MI JOSE LUIS N 2,Tradicional,18.0,10.0,20.06,2019,2019-I,1
147514,MALABRIGO,KAROL,Tradicional,38.0,9.0,18.4,2019,2019-I,2
147576,MALABRIGO,SAN JUDAS,Tradicional,11.0,6.0,18.39,2019,2019-I,1
147578,MALABRIGO,SANDRINA,Tradicional,50.0,4.0,18.92,2019,2019-I,1
147573,MALABRIGO,MODESTO,Tradicional,30.0,9.0,20.12,2019,2019-I,1
147473,MALABRIGO,TASA 58,Frio,56.99999999999999,31.0,18.04,2019,2019-I,7
147457,MALABRIGO,TASA 43,Frio,56.00000000000001,31.0,18.15,2019,2019-I,6
147559,MATARANI,BENDICION DEL SEÑOR,Tradicional,6.0,5.0,16.17,2019,2019-I,1
147554,MATARANI,SAN JUDAS II,Tradicional,28.999999999999996,12.0,12.8,2019,2019-I,2
147555,MATARANI,COQUI II,Tradicional,37.0,10.0,11.87,2019,2019-I,2
147558,MATARANI,COQUI IX,Tradicional,27.0,11.0,15.37,2019,2019-I,3
147557,MATARANI,COQUI VI,Tradicional,49.0,8.0,17.15,2019,2019-I,2
147627,MALABRIGO,SAN JUDAS,Tradicional,46.0,9.0,26.89,2019,2019-I,2
147625,MALABRIGO,MALAGA 1,Tradicional,32.0,8.0,21.59,2019,2019-I,3
147624,MALABRIGO,COQUI XII,Tradicional,22.0,8.0,19.38,2019,2019-I,3
147579,MALABRIGO,TASA 427,Frio,76.0,20.0,20.99,2019,2019-I,3
147626,MALABRIGO,MI JOSE LUIS N 2,Tradicional,101.0,9.0,18.3,2019,2019-I,3
147553,MALABRIGO,TASA 61,Frio,56.00000000000001,26.0,19.61,2019,2019-I,6
147643,MALABRIGO,MODESTO,Tradicional,57.99999999999999,6.0,18.76,2019,2019-I,1
147623,MALABRIGO,SANDRINA,Tradicional,91.0,8.0,19.11,2019,2019-I,2
147621,MALABRIGO,KAROL,Tradicional,57.99999999999999,6.0,19.01,2019,2019-I,1
147631,MATARANI,COQUI II,Tradicional,78.0,16.0,17.62,2019,2019-I,3
147628,MATARANI,COQUI VI,Tradicional,67.0,12.0,19.23,2019,2019-I,2
147632,MATARANI,SAN JUDAS II,Tradicional,20.0,14.0,16.38,2019,2019-I,3
147556,MATARANI,COQUI X,Tradicional,8.0,12.0,15.26,2019,2019-I,2
147633,MATARANI,COQUI IX,Tradicional,27.0,13.0,16.22,2019,2019-I,3
147644,MATARANI,CRISTO REDENTOR,Tradicional,82.0,8.0,14.0,2019,2019-I,2
147575,MALABRIGO,TASA 43,Frio,71.0,47.0,22.07,2019,2019-I,5
147618,MALABRIGO,TASA 419,Frio,62.0,18.0,19.72,2019,2019-I,3
147608,MALABRIGO,TASA 425,Frio,78.0,29.0,19.32,2019,2019-I,4
147606,MALABRIGO,TASA 41,Frio,44.0,29.0,18.13,2019,2019-I,4
147712,MALABRIGO,MI JOSE LUIS N 2,Tradicional,95.0,6.0,25.31,2019,2019-I,2
147703,MALABRIGO,MALAGA 1,Tradicional,41.0,17.0,24.52,2019,2019-I,4
147702,MALABRIGO,COQUI XII,Tradicional,59.0,16.0,35.37,2019,2019-I,3
147701,MALABRIGO,SAN JUDAS,Tradicional,27.0,14.0,23.18,2019,2019-I,2
147655,MALABRIGO,TASA 61,Frio,49.0,17.0,18.89,2019,2019-I,5
147711,MALABRIGO,AMAZONAS 8,Tradicional,43.0,12.0,18.7,2019,2019-I,2
147597,MALABRIGO,TASA 45,Frio,92.0,32.0,20.05,2019,2019-I,4
147607,MALABRIGO,TASA 44,Frio,81.0,30.0,17.61,2019,2019-I,5
147710,MALABRIGO,DOÑA ADDY,Tradicional,32.0,10.0,18.35,2019,2019-I,3
147668,MALABRIGO,TASA 427,Frio,60.0,8.0,16.67,2019,2019-I,2
147574,MALABRIGO,TASA 42,Frio,81.0,37.0,19.62,2019,2019-I,6
147704,MALABRIGO,MODESTO,Tradicional,32.0,7.0,20.33,2019,2019-I,1
147582,MALABRIGO,TASA 58,Frio,53.0,34.0,18.23,2019,2019-I,5
147713,MATARANI,DON ALFONSO,Tradicional,52.0,8.0,18.18,2019,2019-I,2
147686,MATARANI,BENDICION DEL SEÑOR,Tradicional,17.0,7.0,16.49,2019,2019-I,2
147714,MATARANI,DON JOSE I,Tradicional,11.0,5.0,17.25,2019,2019-I,1
147688,MATARANI,SAN JUDAS II,Tradicional,43.0,10.0,12.73,2019,2019-I,3
147690,MATARANI,COQUI IX,Tradicional,8.0,10.0,13.09,2019,2019-I,2
147691,MATARANI,COQUI X,Tradicional,5.0,8.0,15.03,2019,2019-I,1
147709,MATARANI,LOCUMBA 5,Tradicional,6.0,9.0,12.95,2019,2019-I,1
147778,MALABRIGO,SANDRINA,Tradicional,94.0,5.0,17.35,2019,2019-I,2
147779,MALABRIGO,MODESTO,Tradicional,9.0,7.0,16.87,2019,2019-I,1
147793,MALABRIGO,KAROL,Tradicional,84.0,13.0,15.72,2019,2019-I,2
147752,MALABRIGO,TASA 42,Frio,84.0,10.0,16.31,2019,2019-I,3
147730,MALABRIGO,TASA 44,Frio,91.0,11.0,15.0,2019,2019-I,3
147743,MALABRIGO,TASA 61,Frio,69.0,14.0,19.42,2019,2019-I,5
147761,MALABRIGO,TASA 425,Frio,70.0,11.0,18.96,2019,2019-I,2
147765,MALABRIGO,MI JOSE LUIS N 2,Tradicional,10.0,5.0,16.63,2019,2019-I,1
147760,MALABRIGO,TASA 41,Frio,68.0,14.0,21.11,2019,2019-I,4
147735,MALABRIGO,TASA 45,Frio,96.0,16.0,22.54,2019,2019-I,3
147772,MALABRIGO,SAN JUDAS,Tradicional,45.0,11.0,21.84,2019,2019-I,2
147762,MALABRIGO,TASA 43,Frio,95.0,15.0,17.05,2019,2019-I,5
147775,MALABRIGO,AMAZONAS 8,Tradicional,46.0,11.0,18.21,2019,2019-I,2
147764,MALABRIGO,TASA 58,Frio,74.0,15.0,18.8,2019,2019-I,5
147766,MALABRIGO,COQUI XII,Tradicional,45.0,15.0,34.03,2019,2019-I,2
147774,MALABRIGO,MALAGA 1,Tradicional,47.0,15.0,26.02,2019,2019-I,2
147763,MALABRIGO,TASA 419,Frio,91.0,20.0,15.99,2019,2019-I,4
147732,CALLAO,TASA 71,Frio,74.0,27.0,22.43,2019,2019-I,7
147753,CALLAO,TASA 53,Frio,71.0,22.0,21.75,2019,2019-I,4
147720,CALLAO,TASA 38,Tradicional,17.0,14.0,22.47,2019,2019-I,4
147726,CALLAO,TASA 23,Tradicional,7.000000000000001,9.0,18.5,2019,2019-I,1
147733,CALLAO,TASA 31,Tradicional,9.0,13.0,21.5,2019,2019-I,2
147719,CALLAO,TASA 314,Tradicional,5.0,11.0,20.54,2019,2019-I,2
147722,CALLAO,TASA 34,Tradicional,7.000000000000001,11.0,21.76,2019,2019-I,2
147725,CALLAO,TASA 21,Tradicional,7.000000000000001,10.0,19.43,2019,2019-I,1
147721,CALLAO,TASA 32,Tradicional,6.0,11.0,22.47,2019,2019-I,2
147780,PISCO NORTE,TEO,Tradicional,38.0,16.0,18.62,2019,2019-I,2
147746,PISCO NORTE,TASA 56,Frio,21.0,22.0,36.47,2019,2019-I,2
147768,PISCO NORTE,CARMEN JUDITH 3,Tradicional,70.0,19.0,25.14,2019,2019-I,3
147658,PISCO NORTE,TASA 218,Tradicional,18.0,16.0,34.71,2019,2019-I,2
147728,PISCO NORTE,TASA 420,Tradicional,38.0,15.0,22.51,2019,2019-I,2
147740,PISCO NORTE,TASA 413,Tradicional,9.0,13.0,24.03,2019,2019-I,2
147724,PISCO NORTE,TASA 411,Tradicional,12.0,13.0,25.02,2019,2019-I,2
147747,PISCO NORTE,TASA 416,Tradicional,12.0,14.0,19.25,2019,2019-I,2
147781,PISCO NORTE,JAVIER,Tradicional,37.0,12.0,22.14,2019,2019-I,2
147782,PISCO NORTE,SANTA ROSA,Tradicional,67.0,13.0,24.65,2019,2019-I,3
147777,PISCO NORTE,TINO,Tradicional,27.0,11.0,19.47,2019,2019-I,2
147771,PISCO NORTE,ZORRITOS 2,Tradicional,25.0,12.0,22.54,2019,2019-I,2
147750,PISCO NORTE,TASA 22,Tradicional,39.0,10.0,20.44,2019,2019-I,3
147738,PISCO NORTE,TASA 417,Tradicional,24.0,11.0,23.31,2019,2019-I,3
147744,PISCO SUR,TASA 37,Tradicional,47.0,14.0,15.36,2019,2019-I,3
147729,PISCO SUR,TASA 414,Tradicional,19.0,12.0,26.22,2019,2019-I,2
147770,PISCO SUR,CARMEN JUDITH 5,Tradicional,16.0,13.0,21.57,2019,2019-I,3
147715,PISCO SUR,TASA 35,Tradicional,45.0,11.0,23.92,2019,2019-I,3
147769,PISCO SUR,CARMEN JUDITH 4,Tradicional,39.0,11.0,19.05,2019,2019-I,3
147767,PISCO SUR,CARMEN JUDITH 2,Tradicional,43.0,10.0,16.83,2019,2019-I,3
147748,PISCO SUR,TASA 415,Tradicional,25.0,8.0,18.15,2019,2019-I,2
147751,PISCO SUR,TASA 315,Tradicional,48.0,12.0,19.1,2019,2019-I,2
147739,PISCO SUR,TASA 418,Tradicional,13.0,15.0,22.26,2019,2019-I,2
147742,PISCO SUR,TASA 412,Tradicional,83.0,20.0,28.28,2019,2019-I,4
147754,PISCO SUR,TASA 17,Tradicional,90.0,18.0,26.12,2019,2019-I,4
147773,PISCO SUR,ANTICA B,Tradicional,7.000000000000001,19.0,25.93,2019,2019-I,2
147756,PISCO SUR,TASA 36,Tradicional,35.0,19.0,28.38,2019,2019-I,3
147737,PISCO SUR,TASA 426,Tradicional,54.0,21.0,28.85,2019,2019-I,4
147745,PISCO SUR,TASA 55,Frio,31.0,20.0,16.99,2019,2019-I,4
147736,PISCO SUR,TASA 424,Tradicional,13.0,22.0,27.98,2019,2019-I,3
147795,MATARANI,DON JOSE I,Tradicional,36.0,11.0,16.18,2019,2019-I,2
147783,MATARANI,SAN JUDAS II,Tradicional,76.0,10.0,14.78,2019,2019-I,2
147787,MATARANI,COQUI VI,Tradicional,13.0,10.0,18.89,2019,2019-I,2
147786,MATARANI,COQUI IX,Tradicional,33.0,11.0,17.26,2019,2019-I,2
147791,MATARANI,BENDICION DEL SEÑOR,Tradicional,75.0,15.0,20.5,2019,2019-I,3
147792,MATARANI,DON ALFONSO,Tradicional,57.99999999999999,15.0,14.76,2019,2019-I,3
147784,MATARANI,COQUI X,Tradicional,28.000000000000004,15.0,17.64,2019,2019-I,3
147785,MATARANI,COQUI II,Tradicional,30.0,15.0,18.94,2019,2019-I,1
147852,MALABRIGO,TASA 58,Frio,7.000000000000001,3.0,15.31,2019,2019-I,1
147836,MALABRIGO,TASA 43,Frio,63.0,5.0,16.26,2019,2019-I,2
147844,MALABRIGO,SAN JUDAS,Tradicional,13.0,7.0,18.06,2019,2019-I,1
147851,MALABRIGO,MACABI 9,Tradicional,71.0,10.0,20.2,2019,2019-I,4
147842,MALABRIGO,COQUI XII,Tradicional,21.0,9.0,19.29,2019,2019-I,2
147849,MALABRIGO,MACABI 1,Tradicional,88.0,8.0,19.76,2019,2019-I,1
147776,MALABRIGO,DOÑA ADDY,Tradicional,11.0,6.0,18.94,2019,2019-I,1
147846,MALABRIGO,SANDRINA,Tradicional,73.0,13.0,21.12,2019,2019-I,3
147856,MALABRIGO,PM-5,Tradicional,36.0,7.0,19.31,2019,2019-I,3
147845,MALABRIGO,KAROL,Tradicional,33.0,8.0,18.87,2019,2019-I,1
147848,MALABRIGO,MODESTO,Tradicional,38.0,8.0,19.34,2019,2019-I,1
147859,MALABRIGO,MI JOSE LUIS N 2,Tradicional,28.999999999999996,13.0,20.52,2019,2019-I,2
147858,MALABRIGO,MALAGA 1,Tradicional,19.0,12.0,19.22,2019,2019-I,3
147850,MALABRIGO,MACABI 5,Tradicional,33.0,14.0,20.13,2019,2019-I,3
147718,CALLAO,TASA 57,Frio,81.0,27.0,21.56,2019,2019-I,7
147723,CALLAO,TASA 59,Frio,47.0,28.0,18.38,2019,2019-I,7
147734,CALLAO,TASA 54,Frio,68.0,27.0,17.65,2019,2019-I,6
147755,CALLAO,TASA 51,Frio,39.0,32.0,18.6,2019,2019-I,4
147727,CALLAO,TASA 52,Frio,37.0,33.0,20.25,2019,2019-I,6
147868,PISCO NORTE,ZORRITOS 2,Tradicional,9.0,14.0,15.45,2019,2019-I,1
147838,PISCO NORTE,TASA 426,Tradicional,9.0,14.0,24.01,2019,2019-I,2
147822,PISCO NORTE,TASA 218,Tradicional,7.000000000000001,18.0,26.36,2019,2019-I,1
147802,PISCO NORTE,TASA 23,Tradicional,9.0,16.0,24.03,2019,2019-I,2
147879,PISCO NORTE,ANTICA B,Tradicional,16.0,14.0,22.07,2019,2019-I,3
147826,PISCO NORTE,TASA 37,Tradicional,30.0,11.0,21.85,2019,2019-I,2
147806,PISCO NORTE,TASA 411,Tradicional,16.0,14.0,20.01,2019,2019-I,2
147864,PISCO NORTE,TEO,Tradicional,18.0,8.0,20.27,2019,2019-I,1
147813,PISCO NORTE,TASA 35,Tradicional,15.0,15.0,18.99,2019,2019-I,2
147865,PISCO NORTE,CARMEN JUDITH 2,Tradicional,24.0,9.0,17.29,2019,2019-I,1
147867,PISCO NORTE,CARMEN JUDITH 5,Tradicional,7.000000000000001,9.0,22.06,2019,2019-I,1
147818,PISCO NORTE,TASA 413,Tradicional,2.0,17.0,20.88,2019,2019-I,2
147870,PISCO NORTE,CARMEN JUDITH 3,Tradicional,4.0,9.0,20.2,2019,2019-I,1
147749,PISCO SUR,TASA 310,Tradicional,6.0,25.0,34.45,2019,2019-I,2
147809,PISCO SUR,TASA 414,Tradicional,18.0,13.0,25.53,2019,2019-I,2
147814,PISCO SUR,TASA 417,Tradicional,21.0,13.0,24.91,2019,2019-I,2
147805,PISCO SUR,TASA 315,Tradicional,23.0,14.0,17.79,2019,2019-I,1
