Marea,Planta,Embarcacion,Bodega,% Llenado,TDC-Desc,TVN,año,temporada_año,# Calas
144980,CALLAO,HUACHO 9,Tradicional,69.0,7.0,15.95,2019,2019-I,1
144970,CALLAO,SALVADOR I,Tradicional,97.0,9.0,16.84,2019,2019-I,2
145022,CALLAO,SAN JUDAS II,Tradicional,98.0,11.0,22.42,2019,2019-I,2
145039,CALLAO,MODESTO 7,Tradicional,93.0,10.0,19.98,2019,2019-I,1
144966,CALLAO,CARMEN JUDITH 3,Tradicional,19.0,7.0,15.63,2019,2019-I,1
144968,CALLAO,BENDICION DEL SEÑOR,Tradicional,94.0,14.0,25.3,2019,2019-I,2
144964,CALLAO,COQUI II,Tradicional,40.0,11.0,20.63,2019,2019-I,1
145016,CALLAO,MODESTO 3,Tradicional,76.0,9.0,20.08,2019,2019-I,2
144971,CALLAO,AURORA MARGARITA,Tradicional,98.0,8.0,16.48,2019,2019-I,2
144982,CALLAO,DON TEOFILO,Tradicional,10.0,9.0,17.03,2019,2019-I,1
145044,CALLAO,MODESTO 6,Tradicional,86.0,14.0,28.98,2019,2019-I,1
145020,CALLAO,COQUI IX,Tradicional,25.0,20.0,36.7,2019,2019-I,2
144965,CALLAO,ZORRITOS 2,Tradicional,78.0,22.0,35.2,2019,2019-I,2
144969,CALLAO,MALAGA 1,Tradicional,45.0,20.0,39.51,2019,2019-I,2
144976,CALLAO,ANTICA B,Tradicional,80.0,21.0,38.18,2019,2019-I,3
144972,CALLAO,CARLOS Y EDUARDO,Tradicional,69.0,18.0,35.33,2019,2019-I,2
144993,CALLAO,SANTA ROSA,Tradicional,90.0,19.0,37.55,2019,2019-I,3
145025,CALLAO,COQUI VI,Tradicional,50.0,19.0,34.82,2019,2019-I,2
144977,CALLAO,COQUI XII,Tradicional,7.000000000000001,19.0,32.01,2019,2019-I,2
144977,CALLAO,COQUI XII,Tradicional,48.0,18.0,32.01,2019,2019-I,2
145043,CALLAO,MARIA MAGALY,Tradicional,83.0,21.0,39.53,2019,2019-I,5
145041,CALLAO,TINO,Tradicional,62.0,16.0,29.26,2019,2019-I,2
144978,CALLAO,MODESTO,Tradicional,70.0,16.0,29.5,2019,2019-I,3
144974,CALLAO,CARMEN JUDITH 5,Tradicional,48.0,14.0,30.7,2019,2019-I,2
144999,CALLAO,RIMAC,Tradicional,18.0,10.0,18.81,2019,2019-I,1
145023,PISCO NORTE,TEO,Tradicional,35.0,9.0,19.78,2019,2019-I,1
144877,PISCO NORTE,TASA 424,Tradicional,71.0,13.0,26.58,2019,2019-I,4
145007,PISCO NORTE,TASA 420,Tradicional,24.0,11.0,23.57,2019,2019-I,2
145005,PISCO NORTE,TASA 415,Tradicional,34.0,8.0,21.33,2019,2019-I,2
145017,PISCO NORTE,TASA 418,Tradicional,15.0,7.0,22.66,2019,2019-I,1
144998,PISCO SUR,TASA 413,Tradicional,25.0,10.0,23.77,2019,2019-I,1
144860,PISCO SUR,TASA 412,Tradicional,90.0,13.0,24.8,2019,2019-I,2
144883,PISCO SUR,TASA 310,Tradicional,73.0,12.0,25.65,2019,2019-I,3
144997,PISCO SUR,TASA 414,Tradicional,34.0,8.0,21.39,2019,2019-I,2
145018,PISCO SUR,TASA 417,Tradicional,11.0,5.0,20.09,2019,2019-I,1
145110,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,54.0,6.0,20.21,2019,2019-I,2
145109,MALABRIGO,MILAGRO DE CHALPON,Tradicional,71.0,6.0,17.14,2019,2019-I,3
145079,MALABRIGO,TASA 56,Frio,73.0,11.0,22.65,2019,2019-I,6
145113,MALABRIGO,TASA 51,Frio,69.0,9.0,21.7,2019,2019-I,5
145107,MALABRIGO,MILAGRO DE LUREN III,Tradicional,83.0,8.0,24.77,2019,2019-I,2
145147,MALABRIGO,MARIA,Tradicional,98.0,7.0,20.93,2019,2019-I,2
145146,MALABRIGO,MARIBEL,Tradicional,91.0,7.0,20.23,2019,2019-I,3
145106,MALABRIGO,BENDICION DE MI MADRE,Tradicional,92.0,6.0,21.43,2019,2019-I,2
145108,MALABRIGO,MOISES I,Tradicional,88.0,5.0,19.72,2019,2019-I,1
145154,CHIMBOTE,MARISOL,Tradicional,17.0,12.0,16.95,2019,2019-I,2
145063,CHIMBOTE,TASA 220,Tradicional,7.000000000000001,8.0,18.36,2019,2019-I,1
145153,CHIMBOTE,DON TOMAS,Tradicional,68.0,13.0,27.7,2019,2019-I,3
145090,CHIMBOTE,TASA 55,Frio,9.0,11.0,20.96,2019,2019-I,3
145084,CHIMBOTE,TASA 314,Tradicional,49.0,11.0,24.19,2019,2019-I,2
145076,CHIMBOTE,TASA 17,Tradicional,28.999999999999996,11.0,22.46,2019,2019-I,3
145091,CHIMBOTE,TASA 23,Tradicional,15.0,11.0,20.83,2019,2019-I,2
145082,CHIMBOTE,TASA 38,Tradicional,21.0,7.0,21.86,2019,2019-I,1
145114,CHIMBOTE,TASA 58,Frio,12.0,8.0,20.54,2019,2019-I,2
145002,CHIMBOTE,TASA 45,Frio,35.0,12.0,21.5,2019,2019-I,3
145105,CHIMBOTE,TASA 42,Frio,27.0,8.0,18.32,2019,2019-I,3
145071,CHIMBOTE,TASA 425,Frio,28.000000000000004,11.0,18.31,2019,2019-I,2
145093,CHIMBOTE,TASA 41,Frio,7.000000000000001,8.0,21.61,2019,2019-I,2
145092,CHIMBOTE,TASA 218,Tradicional,9.0,14.0,16.95,2019,2019-I,1
145088,CHIMBOTE,TASA 54,Frio,37.0,22.0,18.09,2019,2019-I,5
145096,CHIMBOTE,TASA 71,Frio,62.0,22.0,19.45,2019,2019-I,6
145102,CHIMBOTE,TASA 57,Frio,17.0,19.0,20.0,2019,2019-I,2
145125,CHIMBOTE,ISABEL II,Tradicional,36.0,15.0,30.38,2019,2019-I,3
145116,CHIMBOTE,TASA 44,Frio,10.0,15.0,16.92,2019,2019-I,1
145123,CHIMBOTE,JESUS ES LUZ Y VIDA 2,Tradicional,67.0,15.0,29.04,2019,2019-I,1
145118,CHIMBOTE,MI JESUS SANTOS,Tradicional,59.0,15.0,30.75,2019,2019-I,1
145130,CHIMBOTE,TASA 43,Frio,20.0,12.0,16.69,2019,2019-I,2
145122,CHIMBOTE,ROSA MARIA MS 1,Tradicional,103.0,16.0,25.89,2019,2019-I,3
145124,CHIMBOTE,JORGE II,Tradicional,10.0,12.0,25.74,2019,2019-I,1
145120,CHIMBOTE,CRISTO TE AMA YE,Tradicional,46.0,15.0,26.91,2019,2019-I,2
145121,CHIMBOTE,MI JUAN,Tradicional,72.0,15.0,36.61,2019,2019-I,3
145119,CHIMBOTE,ROSA MARIA MS 4,Tradicional,78.0,13.0,25.57,2019,2019-I,2
145074,CHIMBOTE,TASA 34,Tradicional,21.0,12.0,24.07,2019,2019-I,3
145127,CHIMBOTE,TERESA,Tradicional,40.0,14.0,29.39,2019,2019-I,3
145140,SAMANCO,MACABI 10,Tradicional,28.000000000000004,14.0,24.82,2019,2019-I,2
145138,SAMANCO,MACABI 5,Tradicional,39.0,16.0,25.79,2019,2019-I,3
145139,SAMANCO,MACABI 9,Tradicional,30.0,18.0,25.34,2019,2019-I,3
145137,SAMANCO,MACABI 1,Tradicional,28.999999999999996,10.0,23.15,2019,2019-I,1
145142,SAMANCO,TASA 61,Frio,13.0,8.0,19.57,2019,2019-I,2
145141,SAMANCO,TASA 53,Frio,4.0,7.0,16.82,2019,2019-I,2
145115,SAMANCO,TASA 52,Frio,8.0,9.0,19.39,2019,2019-I,2
145089,SUPE,TASA 31,Tradicional,21.0,16.0,32.35,2019,2019-I,2
145065,SUPE,TASA 426,Tradicional,25.0,12.0,23.87,2019,2019-I,2
145098,SUPE,TASA 21,Tradicional,34.0,13.0,21.43,2019,2019-I,4
145095,SUPE,TASA 37,Tradicional,34.0,10.0,19.81,2019,2019-I,3
145060,SUPE,TASA 32,Tradicional,59.0,10.0,22.89,2019,2019-I,3
145148,VEGUETA,CARLOS Y EDUARDO,Tradicional,34.0,10.0,19.87,2019,2019-I,1
145152,VEGUETA,DON MARIANO,Tradicional,24.0,5.0,16.63,2019,2019-I,1
145150,VEGUETA,MARIA MAGALY,Tradicional,34.0,10.0,18.67,2019,2019-I,2
145101,VEGUETA,NUEVA ESPERANZA,Tradicional,63.0,12.0,21.23,2019,2019-I,3
145081,VEGUETA,TASA 36,Tradicional,43.0,12.0,23.36,2019,2019-I,4
145099,VEGUETA,AURELIA,Tradicional,62.0,11.0,21.88,2019,2019-I,2
145070,VEGUETA,TASA 22,Tradicional,21.0,11.0,21.55,2019,2019-I,2
145078,VEGUETA,TASA 210,Tradicional,47.0,11.0,19.76,2019,2019-I,4
145100,VEGUETA,SANDRINA,Tradicional,97.0,9.0,18.14,2019,2019-I,2
145045,VEGUETA,CRISTO SALVADOR,Tradicional,77.0,9.0,17.14,2019,2019-I,3
145085,VEGUETA,TASA 315,Tradicional,24.0,8.0,17.42,2019,2019-I,2
145087,VEGUETA,TASA 111,Tradicional,87.0,7.0,17.41,2019,2019-I,2
145064,CALLAO,VIRGEN DE LAS MERCEDES,Tradicional,52.0,12.0,20.28,2019,2019-I,3
145149,CALLAO,MEGANISI,Tradicional,45.0,10.0,19.8,2019,2019-I,1
145104,CALLAO,COQUI XII,Tradicional,23.0,9.0,19.62,2019,2019-I,2
145061,CALLAO,SALVADOR I,Tradicional,93.0,9.0,19.25,2019,2019-I,2
145068,CALLAO,JAVIER,Tradicional,18.0,7.0,14.86,2019,2019-I,1
145021,CALLAO,SAN JUDAS,Tradicional,49.0,18.0,32.37,2019,2019-I,2
145055,CALLAO,MODESTO 7,Tradicional,92.0,12.0,23.77,2019,2019-I,1
145094,CALLAO,MODESTO,Tradicional,40.0,21.0,35.43,2019,2019-I,1
145145,CALLAO,RIMAC,Tradicional,93.0,22.0,39.81,2019,2019-I,2
145133,CALLAO,EL MESIAS,Tradicional,18.0,20.0,35.63,2019,2019-I,1
145134,CALLAO,MI BERTITA,Tradicional,61.0,22.0,41.97,2019,2019-I,2
145057,CALLAO,CARMEN JUDITH 4,Tradicional,42.0,21.0,41.44,2019,2019-I,3
145059,CALLAO,BENDICION DEL SEÑOR,Tradicional,61.0,21.0,39.19,2019,2019-I,3
145103,CALLAO,TINO,Tradicional,46.0,21.0,39.64,2019,2019-I,2
145129,CALLAO,SANTA ROSA,Tradicional,19.0,16.0,29.52,2019,2019-I,1
145080,CALLAO,CARMEN JUDITH 5,Tradicional,37.0,19.0,35.01,2019,2019-I,4
145067,CALLAO,CARMEN JUDITH 3,Tradicional,25.0,15.0,24.72,2019,2019-I,1
145069,CALLAO,DON TEOFILO,Tradicional,28.000000000000004,15.0,26.27,2019,2019-I,2
145073,CALLAO,MODESTO 3,Tradicional,94.0,12.0,24.29,2019,2019-I,1
145058,CALLAO,AURORA MARGARITA,Tradicional,56.00000000000001,13.0,23.12,2019,2019-I,2
145143,PISCO NORTE,TEO,Tradicional,93.0,8.0,29.82,2019,2019-I,1
145077,PISCO NORTE,TASA 424,Tradicional,80.0,11.0,29.82,2019,2019-I,2
145075,PISCO NORTE,TASA 310,Tradicional,87.0,9.0,20.38,2019,2019-I,2
145047,PISCO NORTE,TASA 415,Tradicional,72.0,8.0,21.23,2019,2019-I,1
145072,PISCO SUR,TASA 412,Tradicional,89.0,15.0,30.2,2019,2019-I,2
145048,PISCO SUR,TASA 414,Tradicional,87.0,12.0,24.3,2019,2019-I,2
145051,PISCO SUR,TASA 418,Tradicional,85.0,13.0,29.4,2019,2019-I,2
145050,PISCO SUR,TASA 417,Tradicional,82.0,9.0,17.43,2019,2019-I,1
145052,PISCO SUR,TASA 420,Tradicional,88.0,8.0,17.87,2019,2019-I,1
145112,CHIMBOTE,TASA 419,Frio,33.0,25.0,22.35,2019,2019-I,5
145221,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,46.0,11.0,17.29,2019,2019-I,2
145222,CHIMBOTE,GUIAME MADRE MIA,Tradicional,28.000000000000004,11.0,16.71,2019,2019-I,2
145157,CHIMBOTE,TASA 56,Frio,48.0,17.0,16.5,2019,2019-I,4
145155,CHIMBOTE,TASA 53,Frio,23.0,13.0,19.05,2019,2019-I,2
145173,CHIMBOTE,TASA 51,Frio,55.00000000000001,19.0,23.77,2019,2019-I,4
145156,CHIMBOTE,TASA 52,Frio,45.0,18.0,32.46,2019,2019-I,4
145097,CHIMBOTE,TASA 427,Frio,46.0,39.0,26.06,2019,2019-I,5
145174,CALLAO,MODESTO 7,Tradicional,64.0,14.0,26.77,2019,2019-I,1
145131,CALLAO,ANTICA B,Tradicional,77.0,19.0,37.58,2019,2019-I,2
145216,CALLAO,MODESTO 6,Tradicional,94.0,20.0,38.72,2019,2019-I,1
145175,CALLAO,MODESTO 3,Tradicional,48.0,19.0,36.98,2019,2019-I,1
145054,CALLAO,COQUI X,Tradicional,63.0,25.0,37.05,2019,2019-I,1
145062,CALLAO,COQUI II,Tradicional,90.0,25.0,49.33,2019,2019-I,1
145053,CALLAO,SAN JUDAS II,Tradicional,88.0,30.0,50.72,2019,2019-I,1
145158,CALLAO,TASA 35,Tradicional,31.0,8.0,20.07,2019,2019-I,1
145184,CALLAO,VIRGEN DE LAS MERCEDES,Tradicional,61.0,10.0,21.0,2019,2019-I,3
145217,CALLAO,BENDICION DEL SEÑOR,Tradicional,55.00000000000001,11.0,23.57,2019,2019-I,3
145185,CALLAO,DON TEOFILO,Tradicional,95.0,12.0,21.97,2019,2019-I,3
145086,PISCO NORTE,TASA 59,Frio,73.0,9.0,17.89,2019,2019-I,2
145161,PISCO NORTE,TASA 415,Tradicional,76.0,9.0,19.12,2019,2019-I,1
145165,PISCO NORTE,TASA 414,Tradicional,71.0,7.0,27.29,2019,2019-I,1
145186,PISCO NORTE,TEO,Tradicional,88.0,12.0,24.52,2019,2019-I,1
145187,PISCO NORTE,TASA 412,Tradicional,46.0,13.0,24.12,2019,2019-I,1
145159,PISCO SUR,TASA 417,Tradicional,78.0,9.0,17.93,2019,2019-I,1
145163,PISCO SUR,TASA 418,Tradicional,75.0,12.0,20.17,2019,2019-I,1
145166,PISCO SUR,TASA 420,Tradicional,89.0,16.0,27.63,2019,2019-I,2
145160,PISCO SUR,TASA 310,Tradicional,90.0,17.0,28.74,2019,2019-I,2
145162,PISCO SUR,TASA 424,Tradicional,63.0,21.0,31.53,2019,2019-I,2
145164,PISCO SUR,TASA 413,Tradicional,88.0,23.0,31.63,2019,2019-I,1
145215,CALLAO,HUACHO 9,Tradicional,78.0,25.0,42.36,2019,2019-I,1
145262,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,93.0,4.0,19.73,2019,2019-I,1
145263,MALABRIGO,MILAGRO DE LUREN III,Tradicional,81.0,7.0,18.23,2019,2019-I,2
145302,MALABRIGO,MILAGRO DE CHALPON,Tradicional,83.0,7.0,19.82,2019,2019-I,2
145265,MALABRIGO,BENDICION DE MI MADRE,Tradicional,99.0,9.0,22.73,2019,2019-I,2
145264,MALABRIGO,MOISES I,Tradicional,97.0,8.0,21.38,2019,2019-I,1
145314,CHIMBOTE,TASA 38,Tradicional,11.0,4.0,19.78,2019,2019-I,1
145306,CHIMBOTE,TASA 218,Tradicional,43.0,5.0,18.44,2019,2019-I,2
145316,CHIMBOTE,TASA 314,Tradicional,13.0,3.0,20.51,2019,2019-I,1
145330,CHIMBOTE,MACABI 10,Tradicional,30.0,3.0,21.01,2019,2019-I,1
145333,CHIMBOTE,MACABI 5,Tradicional,31.0,3.0,20.91,2019,2019-I,1
145339,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,31.0,4.0,20.14,2019,2019-I,1
145312,CHIMBOTE,TASA 220,Tradicional,31.0,5.0,17.7,2019,2019-I,2
145309,CHIMBOTE,TASA 61,Frio,15.0,6.0,21.05,2019,2019-I,3
145313,CHIMBOTE,TASA 45,Frio,18.0,5.0,18.21,2019,2019-I,2
145331,CHIMBOTE,MI JUAN,Tradicional,94.0,6.0,20.3,2019,2019-I,2
145311,CHIMBOTE,TASA 17,Tradicional,20.0,7.0,20.94,2019,2019-I,1
145317,CHIMBOTE,TASA 34,Tradicional,32.0,7.0,21.18,2019,2019-I,3
145310,CHIMBOTE,TASA 44,Frio,39.0,8.0,17.87,2019,2019-I,2
145386,CHIMBOTE,CRISTO TE AMA YE,Tradicional,96.0,4.0,19.32,2019,2019-I,1
145382,CHIMBOTE,MI JESUS SANTOS,Tradicional,99.0,16.0,17.82,2019,2019-I,2
145336,CHIMBOTE,DON TOMAS,Tradicional,44.0,9.0,19.87,2019,2019-I,2
145351,CHIMBOTE,MI JOSUE,Tradicional,37.0,7.0,20.31,2019,2019-I,2
145253,SUPE,TASA 36,Tradicional,83.0,19.0,29.68,2019,2019-I,3
145273,SUPE,TASA 21,Tradicional,96.0,13.0,22.13,2019,2019-I,2
145270,SUPE,TASA 426,Tradicional,76.0,12.0,17.49,2019,2019-I,2
145250,SUPE,TASA 210,Tradicional,38.0,12.0,18.21,2019,2019-I,2
145269,SUPE,TASA 37,Tradicional,56.99999999999999,10.0,23.56,2019,2019-I,1
145252,VEGUETA,TASA 315,Tradicional,97.0,18.0,28.0,2019,2019-I,4
145254,VEGUETA,TASA 22,Tradicional,76.0,13.0,21.85,2019,2019-I,3
145266,VEGUETA,TASA 31,Tradicional,74.0,12.0,20.23,2019,2019-I,2
145251,VEGUETA,TASA 111,Tradicional,97.0,12.0,19.02,2019,2019-I,2
145255,VEGUETA,TASA 32,Tradicional,78.0,10.0,17.5,2019,2019-I,2
145258,VEGUETA,AURELIA,Tradicional,62.0,13.0,18.06,2019,2019-I,3
145257,VEGUETA,DON MARIANO,Tradicional,47.0,9.0,17.04,2019,2019-I,2
145307,VEGUETA,CARLOS Y EDUARDO,Tradicional,53.0,9.0,16.65,2019,2019-I,2
145259,VEGUETA,SANDRINA,Tradicional,48.0,12.0,17.52,2019,2019-I,4
145285,CALLAO,VIRGEN DE LAS MERCEDES,Tradicional,98.0,16.0,28.73,2019,2019-I,1
145297,CALLAO,SAN JUDAS,Tradicional,37.0,17.0,28.52,2019,2019-I,2
145274,CALLAO,CARMEN JUDITH 2,Tradicional,43.0,15.0,27.99,2019,2019-I,1
145277,CALLAO,CARMEN JUDITH 5,Tradicional,72.0,16.0,27.48,2019,2019-I,3
145292,CALLAO,SAN JUDAS II,Tradicional,99.0,14.0,28.73,2019,2019-I,2
145280,CALLAO,TINO,Tradicional,65.0,12.0,24.18,2019,2019-I,1
145278,CALLAO,ZORRITOS 2,Tradicional,67.0,13.0,26.46,2019,2019-I,2
145294,CALLAO,MALAGA 1,Tradicional,74.0,11.0,26.46,2019,2019-I,2
145299,CALLAO,MODESTO,Tradicional,71.0,12.0,23.11,2019,2019-I,2
145281,CALLAO,EL MESIAS,Tradicional,85.0,14.0,26.22,2019,2019-I,2
145303,CALLAO,MODESTO 6,Tradicional,96.0,10.0,20.19,2019,2019-I,2
145295,CALLAO,COQUI IX,Tradicional,56.00000000000001,11.0,19.29,2019,2019-I,2
145298,CALLAO,RIMAC,Tradicional,94.0,8.0,14.97,2019,2019-I,1
145283,CALLAO,BENDICION DEL SEÑOR,Tradicional,93.0,10.0,15.64,2019,2019-I,2
145290,CALLAO,COQUI VI,Tradicional,83.0,9.0,16.66,2019,2019-I,2
145305,CALLAO,MODESTO 3,Tradicional,96.0,7.0,16.59,2019,2019-I,2
145287,CALLAO,JAVIER,Tradicional,96.0,5.0,14.63,2019,2019-I,1
145282,CALLAO,MI BERTITA,Tradicional,73.0,7.0,15.0,2019,2019-I,2
145286,CALLAO,AURORA MARGARITA,Tradicional,79.0,16.0,28.5,2019,2019-I,1
145291,CALLAO,COQUI II,Tradicional,90.0,20.0,37.41,2019,2019-I,2
145284,CALLAO,DON TEOFILO,Tradicional,92.0,20.0,36.66,2019,2019-I,1
145275,CALLAO,CARMEN JUDITH 3,Tradicional,67.0,22.0,38.67,2019,2019-I,3
145296,CALLAO,COQUI XII,Tradicional,46.0,23.0,40.68,2019,2019-I,3
145308,CALLAO,MODESTO 7,Tradicional,92.0,19.0,36.2,2019,2019-I,1
145325,CALLAO,BEATITA DE HUMAY III,Tradicional,79.0,19.0,39.42,2019,2019-I,1
145279,CALLAO,ANTICA B,Tradicional,71.0,4.0,14.72,2019,2019-I,1
145243,PISCO NORTE,TASA 310,Tradicional,24.0,9.0,21.45,2019,2019-I,2
145271,PISCO NORTE,TASA 414,Tradicional,53.0,9.0,26.03,2019,2019-I,2
145242,PISCO NORTE,TASA 59,Frio,50.0,29.0,32.28,2019,2019-I,5
145304,PISCO NORTE,TEO,Tradicional,30.0,9.0,21.05,2019,2019-I,1
145246,PISCO NORTE,TASA 415,Tradicional,16.0,2.195,23.2,2019,2019-I,1
145244,PISCO SUR,TASA 418,Tradicional,63.0,6.0,17.98,2019,2019-I,1
145272,PISCO SUR,TASA 412,Tradicional,68.0,9.0,21.9,2019,2019-I,3
145245,PISCO SUR,TASA 417,Tradicional,38.0,9.0,22.75,2019,2019-I,2
145248,PISCO SUR,TASA 413,Tradicional,13.0,10.0,20.59,2019,2019-I,1
145268,PISCO SUR,TASA 35,Tradicional,5.0,13.0,19.58,2019,2019-I,1
145247,PISCO SUR,TASA 424,Tradicional,75.0,11.0,19.67,2019,2019-I,2
145315,MALABRIGO,TASA 57,Frio,56.00000000000001,34.0,24.55,2019,2019-I,7
145334,MALABRIGO,TASA 419,Frio,56.99999999999999,20.0,21.91,2019,2019-I,6
145321,MALABRIGO,TASA 55,Frio,28.000000000000004,17.0,21.35,2019,2019-I,5
145320,MALABRIGO,TASA 52,Frio,57.99999999999999,29.0,24.56,2019,2019-I,5
145332,MALABRIGO,TASA 51,Frio,43.0,15.0,28.95,2019,2019-I,5
145326,MALABRIGO,TASA 58,Frio,61.0,14.0,16.91,2019,2019-I,5
145375,MALABRIGO,MILAGRO DE LUREN III,Tradicional,94.0,8.0,28.97,2019,2019-I,3
145340,MALABRIGO,TASA 427,Frio,37.0,12.0,39.18,2019,2019-I,4
145327,MALABRIGO,TASA 23,Tradicional,65.0,11.0,34.26,2019,2019-I,3
145328,MALABRIGO,TASA 425,Frio,74.0,10.0,32.01,2019,2019-I,3
145379,MALABRIGO,MILAGRO DE CHALPON,Tradicional,83.0,9.0,36.08,2019,2019-I,2
145377,MALABRIGO,MILAGRO DE LUREN 3,Tradicional,90.0,6.0,22.48,2019,2019-I,1
145374,MALABRIGO,MOISES I,Tradicional,91.0,5.0,33.08,2019,2019-I,1
145423,MALABRIGO,MARIA,Tradicional,94.0,6.0,31.55,2019,2019-I,1
145319,MALABRIGO,TASA 42,Frio,71.0,22.0,19.05,2019,2019-I,4
145373,MALABRIGO,BENDICION DE MI MADRE,Tradicional,91.0,6.0,22.13,2019,2019-I,1
145335,MALABRIGO,MACABI 1,Tradicional,84.0,3.0,29.35,2019,2019-I,1
145424,MALABRIGO,MARIBEL,Tradicional,93.0,3.0,32.35,2019,2019-I,1
145324,MALABRIGO,TASA 54,Frio,70.0,5.0,19.55,2019,2019-I,2
145387,CHIMBOTE,MI JUAN,Tradicional,99.0,7.0,21.0,2019,2019-I,3
145412,CHIMBOTE,PALMAR-2,Tradicional,95.0,9.0,21.67,2019,2019-I,4
145370,CHIMBOTE,TASA 61,Frio,57.99999999999999,6.0,14.73,2019,2019-I,3
145410,CHIMBOTE,SAN JUAN BAUTISTA 3,Tradicional,15.0,6.0,15.57,2019,2019-I,1
145388,CHIMBOTE,MI JOSUE,Tradicional,101.0,4.0,17.32,2019,2019-I,2
145323,CHIMBOTE,TASA 56,Frio,59.0,18.0,19.17,2019,2019-I,6
145472,CHIMBOTE,SABINA BEATRIZ N 3,Tradicional,98.0,16.0,31.6,2019,2019-I,3
145322,CHIMBOTE,TASA 71,Frio,65.0,16.0,19.89,2019,2019-I,5
145385,CHIMBOTE,TASA 411,Tradicional,80.0,13.0,24.16,2019,2019-I,3
145338,CHIMBOTE,TERESA,Tradicional,54.0,17.0,22.58,2019,2019-I,4
145431,CHIMBOTE,VICTOR III,Tradicional,53.0,14.0,23.44,2019,2019-I,2
145413,CHIMBOTE,JORGE II,Tradicional,65.0,17.0,25.2,2019,2019-I,3
145365,CHIMBOTE,TASA 38,Tradicional,74.0,11.0,24.34,2019,2019-I,2
145411,CHIMBOTE,COQUI X,Tradicional,38.0,7.0,19.06,2019,2019-I,1
145420,CHIMBOTE,ROSA MARIA MS 4,Tradicional,102.0,10.0,23.23,2019,2019-I,3
145421,CHIMBOTE,JESUS ES LUZ Y VIDA 2,Tradicional,98.0,3.0,22.21,2019,2019-I,1
145361,CHIMBOTE,TASA 314,Tradicional,63.0,10.0,23.09,2019,2019-I,4
145419,CHIMBOTE,MARISOL,Tradicional,92.0,13.0,23.74,2019,2019-I,4
145368,CHIMBOTE,TASA 17,Tradicional,67.0,10.0,21.36,2019,2019-I,4
145371,CHIMBOTE,TASA 34,Tradicional,70.0,9.0,24.73,2019,2019-I,4
145389,CHIMBOTE,MI JESUS SANTOS,Tradicional,98.0,4.0,24.89,2019,2019-I,1
145318,CHIMBOTE,TASA 53,Frio,6.0,24.0,28.72,2019,2019-I,1
145422,CHIMBOTE,ROSA MARIA MS 1,Tradicional,151.0,9.0,20.88,2019,2019-I,2
145407,CHIMBOTE,MI JOSE LUIS N 2,Tradicional,88.0,13.0,21.96,2019,2019-I,5
145418,CHIMBOTE,GUIAME MADRE MIA,Tradicional,100.0,10.0,24.27,2019,2019-I,3
145337,CHIMBOTE,ISABEL II,Tradicional,70.0,13.0,21.01,2019,2019-I,3
145426,SAMANCO,TASA 44,Frio,14.000000000000002,7.0,18.37,2019,2019-I,1
145417,SAMANCO,MACABI 5,Tradicional,81.0,14.0,30.14,2019,2019-I,2
145416,SAMANCO,MACABI 10,Tradicional,71.0,16.0,32.75,2019,2019-I,2
145362,SAMANCO,TASA 218,Tradicional,57.99999999999999,12.0,18.79,2019,2019-I,4
145376,SAMANCO,TASA 220,Tradicional,65.0,9.0,16.96,2019,2019-I,3
145364,SAMANCO,TASA 41,Frio,67.0,10.0,17.98,2019,2019-I,5
145329,SUPE,TASA 43,Frio,72.0,28.0,18.54,2019,2019-I,6
145369,SUPE,TASA 45,Frio,80.0,18.0,20.44,2019,2019-I,3
145428,VEGUETA,MALAGA 1,Tradicional,9.0,9.0,21.64,2019,2019-I,1
145363,VEGUETA,TASA 426,Tradicional,1.0,10.0,20.22,2019,2019-I,1
145366,VEGUETA,TASA 210,Tradicional,46.0,10.0,20.0,2019,2019-I,2
145347,VEGUETA,TASA 32,Tradicional,27.0,12.0,22.4,2019,2019-I,3
145360,VEGUETA,TASA 31,Tradicional,24.0,11.0,21.24,2019,2019-I,3
145359,VEGUETA,TASA 22,Tradicional,28.000000000000004,11.0,21.87,2019,2019-I,3
145345,VEGUETA,TASA 111,Tradicional,19.0,11.0,21.06,2019,2019-I,1
145356,VEGUETA,AURELIA,Tradicional,85.0,14.0,22.51,2019,2019-I,3
145400,VEGUETA,COQUI VI,Tradicional,15.0,7.0,20.61,2019,2019-I,1
145383,VEGUETA,TASA 315,Tradicional,52.0,7.0,18.06,2019,2019-I,2
145384,VEGUETA,TASA 36,Tradicional,28.999999999999996,9.0,16.2,2019,2019-I,2
145344,VEGUETA,TASA 37,Tradicional,20.0,8.0,16.43,2019,2019-I,2
145367,VEGUETA,TASA 21,Tradicional,22.0,8.0,16.66,2019,2019-I,3
145398,CALLAO,VIRGEN DE LAS MERCEDES,Tradicional,93.0,11.0,19.49,2019,2019-I,2
145391,CALLAO,MI BERTITA,Tradicional,64.0,12.0,19.02,2019,2019-I,2
145406,CALLAO,EL MESIAS,Tradicional,96.0,10.0,20.69,2019,2019-I,2
145415,CALLAO,DON TEOFILO,Tradicional,46.0,3.0,15.05,2019,2019-I,1
