Marea,Planta,Bodega,# Calas,TDC-Desc,TVN,año,temporada_año
156791,CHIMBOTE,Tradicional,3,12,20.3,2020,2020-I
156793,CHIMBOTE,Tradicional,2,11,19.6,2020,2020-I
156825,CHIMBOTE,Tradicional,3,24,24.8,2020,2020-I
156891,CHIMBOTE,Tradicional,2,13,25.5,2020,2020-I
156889,CHIMBOTE,Tradicional,3,14,18.7,2020,2020-I
156827,CHIMBOTE,Tradicional,3,12,25.1,2020,2020-I
156890,CHIMBOTE,Tradicional,2,12,18.9,2020,2020-I
156828,CHIMBOTE,Tradicional,3,12,20.9,2020,2020-I
156883,CHIMBOTE,Tradicional,3,12,18.6,2020,2020-I
156865,CHIMBOTE,Tradicional,2,15,18.8,2020,2020-I
156851,CHIMBOTE,Tradicional,1,13,18.3,2020,2020-I
156789,CHIMBOTE,Frio,2,18,23.6,2020,2020-I
156862,CHIMBOTE,Tradicional,3,18,28.3,2020,2020-I
156849,CHIMBOTE,Tradicional,3,16,25.0,2020,2020-I
156854,CHIMBOTE,Tradicional,2,15,18.9,2020,2020-I
156895,CHIMBOTE,Tradicional,1,11,23.4,2020,2020-I
156853,CHIMBOTE,Tradicional,3,14,25.5,2020,2020-I
156899,CHIMBOTE,Tradicional,2,13,24.2,2020,2020-I
156860,CHIMBOTE,Tradicional,1,10,17.1,2020,2020-I
156867,CHIMBOTE,Tradicional,2,13,16.2,2020,2020-I
156861,CHIMBOTE,Tradicional,3,12,18.3,2020,2020-I
156852,CHIMBOTE,Tradicional,3,12,16.2,2020,2020-I
156857,CHIMBOTE,Tradicional,2,12,24.5,2020,2020-I
156850,CHIMBOTE,Tradicional,4,14,18.2,2020,2020-I
156751,CHIMBOTE,Tradicional,1,21,27.0,2020,2020-I
156747,CHIMBOTE,Frio,2,24,17.3,2020,2020-I
156720,CHIMBOTE,Frio,4,29,18.3,2020,2020-I
156863,CHIMBOTE,Tradicional,2,11,19.7,2020,2020-I
156855,CHIMBOTE,Tradicional,2,10,24.9,2020,2020-I
156821,CHIMBOTE,Frio,2,22,27.4,2020,2020-I
156856,CHIMBOTE,Tradicional,3,13,24.7,2020,2020-I
156906,CHIMBOTE,Tradicional,2,22,28.3,2020,2020-I
156922,CHIMBOTE,Tradicional,2,21,29.7,2020,2020-I
156924,CHIMBOTE,Tradicional,2,21,23.7,2020,2020-I
156923,CHIMBOTE,Tradicional,2,20,25.4,2020,2020-I
156933,CHIMBOTE,Tradicional,3,22,24.7,2020,2020-I
156815,CHIMBOTE,Tradicional,3,17,23.4,2020,2020-I
156928,CHIMBOTE,Tradicional,1,19,22.3,2020,2020-I
156901,CHIMBOTE,Frio,1,8,16.9,2020,2020-I
156917,CHIMBOTE,Tradicional,2,12,18.1,2020,2020-I
156910,CHIMBOTE,Tradicional,3,16,21.7,2020,2020-I
156932,CHIMBOTE,Tradicional,1,11,21.1,2020,2020-I
156859,CHIMBOTE,Tradicional,1,10,22.7,2020,2020-I
156925,CHIMBOTE,Tradicional,3,19,19.7,2020,2020-I
156911,CHIMBOTE,Tradicional,4,20,27.9,2020,2020-I
156913,CHIMBOTE,Tradicional,2,18,24.4,2020,2020-I
156926,CHIMBOTE,Tradicional,2,18,22.8,2020,2020-I
156921,CHIMBOTE,Tradicional,4,21,23.4,2020,2020-I
156912,CHIMBOTE,Tradicional,3,19,27.5,2020,2020-I
156914,CHIMBOTE,Tradicional,3,20,22.0,2020,2020-I
156866,CHIMBOTE,Tradicional,3,19,28.4,2020,2020-I
156908,CHIMBOTE,Tradicional,4,22,22.5,2020,2020-I
156919,CHIMBOTE,Tradicional,3,21,25.0,2020,2020-I
157006,CHIMBOTE,Tradicional,2,23,34.3,2020,2020-I
157018,CHIMBOTE,Tradicional,4,24,34.3,2020,2020-I
157000,CHIMBOTE,Tradicional,2,24,34.6,2020,2020-I
156988,CHIMBOTE,Tradicional,1,21,32.7,2020,2020-I
157032,CHIMBOTE,Tradicional,2,23,37.3,2020,2020-I
156984,CHIMBOTE,Tradicional,3,24,34.1,2020,2020-I
156955,CHIMBOTE,Tradicional,2,25,28.6,2020,2020-I
156916,CHIMBOTE,Tradicional,1,27,33.7,2020,2020-I
156920,CHIMBOTE,Tradicional,2,29,37.6,2020,2020-I
156845,CHIMBOTE,Tradicional,1,29,40.5,2020,2020-I
156915,CHIMBOTE,Tradicional,2,31,37.9,2020,2020-I
156871,CHIMBOTE,Tradicional,1,32,41.9,2020,2020-I
156929,CHIMBOTE,Tradicional,1,31,39.5,2020,2020-I
156971,CHIMBOTE,Tradicional,1,32,34.9,2020,2020-I
156974,CHIMBOTE,Tradicional,1,30,38.3,2020,2020-I
157008,CHIMBOTE,Tradicional,1,20,31.7,2020,2020-I
156986,CHIMBOTE,Tradicional,1,20,32.7,2020,2020-I
157017,CHIMBOTE,Tradicional,2,21,33.1,2020,2020-I
157007,CHIMBOTE,Tradicional,1,19,28.5,2020,2020-I
157003,CHIMBOTE,Tradicional,1,18,28.0,2020,2020-I
156983,CHIMBOTE,Tradicional,2,21,33.9,2020,2020-I
156930,CHIMBOTE,Tradicional,2,22,34.4,2020,2020-I
156973,CHIMBOTE,Tradicional,2,39,47.3,2020,2020-I
156987,CHIMBOTE,Tradicional,2,33,49.4,2020,2020-I
156978,CHIMBOTE,Tradicional,2,37,51.7,2020,2020-I
156972,CHIMBOTE,Tradicional,2,38,52.0,2020,2020-I
156977,CHIMBOTE,Tradicional,1,33,51.7,2020,2020-I
156902,CHIMBOTE,Tradicional,3,40,52.0,2020,2020-I
156982,CHIMBOTE,Tradicional,3,31,48.0,2020,2020-I
156970,CHIMBOTE,Tradicional,3,35,41.5,2020,2020-I
157103,CHIMBOTE,Tradicional,2,18,24.7,2020,2020-I
157082,CHIMBOTE,Tradicional,2,20,24.9,2020,2020-I
157046,CHIMBOTE,Tradicional,2,21,24.7,2020,2020-I
157081,CHIMBOTE,Tradicional,2,19,18.0,2020,2020-I
157095,CHIMBOTE,Tradicional,1,19,25.9,2020,2020-I
157070,CHIMBOTE,Tradicional,1,16,31.3,2020,2020-I
157080,CHIMBOTE,Tradicional,2,16,22.8,2020,2020-I
157105,CHIMBOTE,Tradicional,1,18,28.1,2020,2020-I
157029,CHIMBOTE,Tradicional,3,28,38.3,2020,2020-I
157023,CHIMBOTE,Tradicional,2,24,33.0,2020,2020-I
157005,CHIMBOTE,Tradicional,2,26,36.9,2020,2020-I
157030,CHIMBOTE,Tradicional,3,29,41.6,2020,2020-I
156995,CHIMBOTE,Tradicional,2,25,37.9,2020,2020-I
157002,CHIMBOTE,Tradicional,2,28,39.2,2020,2020-I
156996,CHIMBOTE,Tradicional,4,31,42.8,2020,2020-I
157001,CHIMBOTE,Tradicional,2,29,38.9,2020,2020-I
156997,CHIMBOTE,Tradicional,1,28,38.2,2020,2020-I
157079,CHIMBOTE,Tradicional,1,12,19.9,2020,2020-I
157085,CHIMBOTE,Tradicional,2,16,24.4,2020,2020-I
157049,CHIMBOTE,Tradicional,2,16,20.1,2020,2020-I
157106,CHIMBOTE,Tradicional,1,14,17.0,2020,2020-I
157073,CHIMBOTE,Tradicional,1,15,22.9,2020,2020-I
157072,CHIMBOTE,Tradicional,1,15,21.9,2020,2020-I
157083,CHIMBOTE,Tradicional,2,15,18.4,2020,2020-I
157044,CHIMBOTE,Tradicional,2,15,21.1,2020,2020-I
157075,CHIMBOTE,Tradicional,2,15,20.1,2020,2020-I
157068,CHIMBOTE,Tradicional,2,15,21.3,2020,2020-I
157051,CHIMBOTE,Tradicional,1,16,23.4,2020,2020-I
157078,CHIMBOTE,Tradicional,1,12,16.6,2020,2020-I
157056,CHIMBOTE,Tradicional,3,14,21.8,2020,2020-I
157094,CHIMBOTE,Tradicional,1,12,20.5,2020,2020-I
157107,CHIMBOTE,Tradicional,1,12,19.8,2020,2020-I
157076,CHIMBOTE,Tradicional,1,12,18.8,2020,2020-I
157084,CHIMBOTE,Tradicional,1,11,19.5,2020,2020-I
157122,CHIMBOTE,Tradicional,3,20,24.4,2020,2020-I
157119,CHIMBOTE,Tradicional,2,21,27.2,2020,2020-I
157146,CHIMBOTE,Frio,1,11,18.7,2020,2020-I
157126,CHIMBOTE,Tradicional,3,20,28.6,2020,2020-I
157160,CHIMBOTE,Tradicional,3,16,22.9,2020,2020-I
157118,CHIMBOTE,Tradicional,3,17,18.3,2020,2020-I
157087,CHIMBOTE,Tradicional,1,20,29.9,2020,2020-I
157104,CHIMBOTE,Tradicional,2,24,31.8,2020,2020-I
157045,CHIMBOTE,Tradicional,2,23,31.4,2020,2020-I
157047,CHIMBOTE,Tradicional,2,24,30.5,2020,2020-I
157108,CHIMBOTE,Tradicional,2,26,30.6,2020,2020-I
157069,CHIMBOTE,Tradicional,2,28,33.7,2020,2020-I
157077,CHIMBOTE,Tradicional,3,26,33.0,2020,2020-I
157048,CHIMBOTE,Tradicional,3,29,34.2,2020,2020-I
157121,CHIMBOTE,Tradicional,3,28,40.7,2020,2020-I
157123,CHIMBOTE,Tradicional,3,25,38.3,2020,2020-I
157156,CHIMBOTE,Tradicional,2,15,18.5,2020,2020-I
157162,CHIMBOTE,Tradicional,2,15,18.8,2020,2020-I
157145,CHIMBOTE,Tradicional,2,17,22.5,2020,2020-I
157158,CHIMBOTE,Tradicional,2,13,17.0,2020,2020-I
157153,CHIMBOTE,Tradicional,2,17,15.4,2020,2020-I
157172,CHIMBOTE,Tradicional,1,18,17.5,2020,2020-I
157159,CHIMBOTE,Tradicional,3,17,17.7,2020,2020-I
157161,CHIMBOTE,Tradicional,2,15,16.9,2020,2020-I
157166,CHIMBOTE,Tradicional,3,16,14.5,2020,2020-I
157116,CHIMBOTE,Tradicional,2,19,27.3,2020,2020-I
157167,CHIMBOTE,Tradicional,2,15,18.1,2020,2020-I
157152,CHIMBOTE,Tradicional,3,14,22.5,2020,2020-I
157154,CHIMBOTE,Tradicional,1,11,16.9,2020,2020-I
157139,CHIMBOTE,Tradicional,1,12,18.2,2020,2020-I
157176,CHIMBOTE,Tradicional,1,12,18.1,2020,2020-I
157157,CHIMBOTE,Tradicional,1,14,20.6,2020,2020-I
157155,CHIMBOTE,Tradicional,2,18,27.1,2020,2020-I
157127,CHIMBOTE,Tradicional,2,13,21.8,2020,2020-I
157196,CHIMBOTE,Tradicional,2,12,21.7,2020,2020-I
157201,CHIMBOTE,Tradicional,1,22,32.1,2020,2020-I
157244,CHIMBOTE,Tradicional,2,22,28.1,2020,2020-I
157175,CHIMBOTE,Tradicional,1,22,25.9,2020,2020-I
157238,CHIMBOTE,Tradicional,1,16,25.0,2020,2020-I
157165,CHIMBOTE,Tradicional,1,21,32.9,2020,2020-I
157215,CHIMBOTE,Tradicional,1,18,28.8,2020,2020-I
157242,CHIMBOTE,Tradicional,1,15,24.7,2020,2020-I
157147,CHIMBOTE,Tradicional,1,20,33.9,2020,2020-I
157151,CHIMBOTE,Tradicional,4,29,36.3,2020,2020-I
157144,CHIMBOTE,Tradicional,1,20,31.5,2020,2020-I
157149,CHIMBOTE,Tradicional,2,25,34.6,2020,2020-I
157125,CHIMBOTE,Tradicional,3,28,33.8,2020,2020-I
157191,CHIMBOTE,Tradicional,2,27,34.7,2020,2020-I
157130,CHIMBOTE,Tradicional,2,34,51.6,2020,2020-I
157120,CHIMBOTE,Tradicional,3,31,40.2,2020,2020-I
157232,CHIMBOTE,Tradicional,1,13,19.6,2020,2020-I
157202,CHIMBOTE,Tradicional,1,11,18.6,2020,2020-I
157213,CHIMBOTE,Tradicional,2,16,25.3,2020,2020-I
157088,CHIMBOTE,Tradicional,2,15,25.0,2020,2020-I
157198,CHIMBOTE,Tradicional,2,15,24.2,2020,2020-I
157195,CHIMBOTE,Tradicional,2,16,22.5,2020,2020-I
157243,CHIMBOTE,Tradicional,1,14,22.9,2020,2020-I
157150,CHIMBOTE,Tradicional,2,14,21.5,2020,2020-I
157239,CHIMBOTE,Tradicional,1,13,19.9,2020,2020-I
157180,CHIMBOTE,Tradicional,1,15,24.2,2020,2020-I
157237,CHIMBOTE,Tradicional,2,17,26.2,2020,2020-I
157183,CHIMBOTE,Tradicional,2,12,18.9,2020,2020-I
157218,CHIMBOTE,Tradicional,3,13,20.2,2020,2020-I
157252,CHIMBOTE,Tradicional,3,14,21.6,2020,2020-I
157236,CHIMBOTE,Tradicional,1,10,16.7,2020,2020-I
157111,CHIMBOTE,Tradicional,1,15,22.2,2020,2020-I
157233,CHIMBOTE,Tradicional,1,16,25.2,2020,2020-I
157181,CHIMBOTE,Tradicional,1,22,34.6,2020,2020-I
157184,CHIMBOTE,Tradicional,3,12,17.9,2020,2020-I
157164,CHIMBOTE,Tradicional,2,25,41.9,2020,2020-I
157211,CHIMBOTE,Tradicional,1,24,40.7,2020,2020-I
157255,CHIMBOTE,Tradicional,2,21,34.1,2020,2020-I
157302,CHIMBOTE,Tradicional,2,21,33.9,2020,2020-I
157309,CHIMBOTE,Tradicional,2,20,31.9,2020,2020-I
157308,CHIMBOTE,Tradicional,2,19,29.5,2020,2020-I
157250,CHIMBOTE,Tradicional,3,19,30.1,2020,2020-I
157287,CHIMBOTE,Tradicional,1,16,26.6,2020,2020-I
157311,CHIMBOTE,Tradicional,2,18,28.5,2020,2020-I
157294,CHIMBOTE,Tradicional,3,17,26.9,2020,2020-I
157299,CHIMBOTE,Tradicional,3,20,22.6,2020,2020-I
157305,CHIMBOTE,Tradicional,3,18,29.2,2020,2020-I
157288,CHIMBOTE,Tradicional,1,15,24.4,2020,2020-I
157316,CHIMBOTE,Tradicional,4,18,28.2,2020,2020-I
157257,CHIMBOTE,Tradicional,3,19,29.4,2020,2020-I
157286,CHIMBOTE,Tradicional,1,14,21.4,2020,2020-I
157174,CHIMBOTE,Tradicional,2,18,33.4,2020,2020-I
157214,CHIMBOTE,Tradicional,1,14,22.2,2020,2020-I
157117,CHIMBOTE,Tradicional,1,13,21.6,2020,2020-I
157220,CHIMBOTE,Tradicional,1,14,27.2,2020,2020-I
157249,CHIMBOTE,Tradicional,2,15,28.1,2020,2020-I
157307,CHIMBOTE,Tradicional,1,7,16.5,2020,2020-I
157301,CHIMBOTE,Tradicional,3,16,25.2,2020,2020-I
157306,CHIMBOTE,Tradicional,2,16,24.8,2020,2020-I
157296,CHIMBOTE,Tradicional,2,14,22.3,2020,2020-I
157295,CHIMBOTE,Tradicional,2,14,21.5,2020,2020-I
157256,CHIMBOTE,Tradicional,3,20,31.3,2020,2020-I
157258,CHIMBOTE,Tradicional,3,16,24.5,2020,2020-I
157293,CHIMBOTE,Tradicional,1,12,18.8,2020,2020-I
157289,CHIMBOTE,Tradicional,2,8,17.5,2020,2020-I
157290,CHIMBOTE,Tradicional,2,11,18.8,2020,2020-I
157304,CHIMBOTE,Tradicional,2,11,19.2,2020,2020-I
157182,CHIMBOTE,Tradicional,2,10,19.0,2020,2020-I
157298,CHIMBOTE,Tradicional,1,8,17.3,2020,2020-I
157291,CHIMBOTE,Tradicional,3,8,18.6,2020,2020-I
157292,CHIMBOTE,Tradicional,3,8,18.1,2020,2020-I
157317,CHIMBOTE,Tradicional,3,8,18.4,2020,2020-I
157303,CHIMBOTE,Tradicional,2,8,17.4,2020,2020-I
157263,CHIMBOTE,Tradicional,4,14,18.6,2020,2020-I
157310,CHIMBOTE,Tradicional,1,7,16.3,2020,2020-I
157173,CHIMBOTE,Tradicional,2,30,43.3,2020,2020-I
157267,CHIMBOTE,Frio,2,28,43.5,2020,2020-I
157318,CHIMBOTE,Frio,2,22,30.6,2020,2020-I
157313,CHIMBOTE,Frio,2,21,28.2,2020,2020-I
157300,CHIMBOTE,Frio,3,29,30.6,2020,2020-I
157349,CHIMBOTE,Frio,3,28,29.9,2020,2020-I
157386,CHIMBOTE,Tradicional,1,10,27.4,2020,2020-I
157402,CHIMBOTE,Tradicional,3,12,21.3,2020,2020-I
157378,CHIMBOTE,Tradicional,4,15,23.3,2020,2020-I
157403,CHIMBOTE,Tradicional,4,13,20.7,2020,2020-I
157371,CHIMBOTE,Tradicional,3,13,21.2,2020,2020-I
157450,CHIMBOTE,Tradicional,3,20,27.2,2020,2020-I
157447,CHIMBOTE,Tradicional,1,16,22.7,2020,2020-I
157433,CHIMBOTE,Tradicional,2,12,21.1,2020,2020-I
157446,CHIMBOTE,Tradicional,3,13,23.1,2020,2020-I
157432,CHIMBOTE,Tradicional,2,9,19.0,2020,2020-I
157431,CHIMBOTE,Tradicional,1,9,21.7,2020,2020-I
157502,CHIMBOTE,Tradicional,4,18,21.5,2020,2020-I
157445,CHIMBOTE,Tradicional,2,15,11.8,2020,2020-I
157430,CHIMBOTE,Tradicional,3,19,23.9,2020,2020-I
157452,CHIMBOTE,Tradicional,1,14,20.5,2020,2020-I
157437,CHIMBOTE,Tradicional,3,22,21.8,2020,2020-I
157456,CHIMBOTE,Tradicional,3,21,26.9,2020,2020-I
157458,CHIMBOTE,Tradicional,2,20,24.6,2020,2020-I
157454,CHIMBOTE,Tradicional,2,22,28.8,2020,2020-I
157434,CHIMBOTE,Tradicional,2,22,32.7,2020,2020-I
157477,CHIMBOTE,Tradicional,1,9,22.5,2020,2020-I
157494,CHIMBOTE,Tradicional,2,17,28.7,2020,2020-I
157428,CHIMBOTE,Tradicional,2,21,25.7,2020,2020-I
157449,CHIMBOTE,Tradicional,2,14,21.2,2020,2020-I
157448,CHIMBOTE,Tradicional,3,18,21.9,2020,2020-I
157476,CHIMBOTE,Tradicional,5,18,23.7,2020,2020-I
157501,CHIMBOTE,Tradicional,3,12,22.6,2020,2020-I
157435,CHIMBOTE,Tradicional,3,14,25.2,2020,2020-I
157455,CHIMBOTE,Tradicional,5,23,36.1,2020,2020-I
157457,CHIMBOTE,Tradicional,1,19,29.2,2020,2020-I
157429,CHIMBOTE,Tradicional,2,19,30.1,2020,2020-I
157488,CHIMBOTE,Tradicional,3,21,38.6,2020,2020-I
157442,CHIMBOTE,Tradicional,3,21,34.3,2020,2020-I
157426,CHIMBOTE,Tradicional,3,21,24.5,2020,2020-I
157497,CHIMBOTE,Tradicional,2,23,27.9,2020,2020-I
157427,CHIMBOTE,Tradicional,2,21,34.4,2020,2020-I
157451,CHIMBOTE,Tradicional,3,22,31.7,2020,2020-I
157370,CHIMBOTE,Frio,4,47,23.6,2020,2020-I
157420,CHIMBOTE,Frio,2,31,28.5,2020,2020-I
157496,CHIMBOTE,Tradicional,4,33,41.9,2020,2020-I
157495,CHIMBOTE,Tradicional,4,36,42.6,2020,2020-I
157422,CHIMBOTE,Frio,2,37,28.6,2020,2020-I
157563,CHIMBOTE,Tradicional,3,23,32.5,2020,2020-I
157594,CHIMBOTE,Tradicional,2,9,17.2,2020,2020-I
157627,CHIMBOTE,Tradicional,2,18,21.9,2020,2020-I
157572,CHIMBOTE,Tradicional,1,9,16.8,2020,2020-I
157614,CHIMBOTE,Tradicional,2,12,19.3,2020,2020-I
157575,CHIMBOTE,Tradicional,3,12,18.8,2020,2020-I
157556,CHIMBOTE,Tradicional,2,17,21.0,2020,2020-I
157587,CHIMBOTE,Tradicional,2,13,20.8,2020,2020-I
157573,CHIMBOTE,Tradicional,4,13,18.8,2020,2020-I
157565,CHIMBOTE,Tradicional,2,18,23.1,2020,2020-I
157571,CHIMBOTE,Tradicional,4,21,19.3,2020,2020-I
157577,CHIMBOTE,Tradicional,2,13,18.2,2020,2020-I
157557,CHIMBOTE,Tradicional,4,20,29.2,2020,2020-I
157613,CHIMBOTE,Tradicional,4,1,18.5,2020,2020-I
157554,CHIMBOTE,Tradicional,3,21,27.4,2020,2020-I
157564,CHIMBOTE,Tradicional,4,23,35.7,2020,2020-I
157676,CHIMBOTE,Tradicional,1,18,37.1,2020,2020-I
157673,CHIMBOTE,Tradicional,1,19,30.2,2020,2020-I
157681,CHIMBOTE,Tradicional,2,19,27.7,2020,2020-I
157678,CHIMBOTE,Tradicional,1,17,25.8,2020,2020-I
157574,CHIMBOTE,Tradicional,1,11,32.5,2020,2020-I
157677,CHIMBOTE,Tradicional,1,16,23.7,2020,2020-I
157680,CHIMBOTE,Tradicional,2,17,23.7,2020,2020-I
157682,CHIMBOTE,Tradicional,1,17,30.2,2020,2020-I
157656,CHIMBOTE,Frio,3,18,26.1,2020,2020-I
157689,CHIMBOTE,Tradicional,1,14,25.4,2020,2020-I
157655,CHIMBOTE,Frio,2,14,27.0,2020,2020-I
157567,CHIMBOTE,Tradicional,3,30,47.4,2020,2020-I
157597,CHIMBOTE,Tradicional,4,27,36.9,2020,2020-I
157560,CHIMBOTE,Tradicional,3,29,46.1,2020,2020-I
157634,CHIMBOTE,Tradicional,2,21,30.7,2020,2020-I
157576,CHIMBOTE,Tradicional,3,20,29.0,2020,2020-I
157752,CHIMBOTE,Tradicional,2,12,20.7,2020,2020-I
157744,CHIMBOTE,Tradicional,1,8,16.8,2020,2020-I
157624,CHIMBOTE,Frio,4,40,21.6,2020,2020-I
157698,CHIMBOTE,Tradicional,2,15,21.9,2020,2020-I
157741,CHIMBOTE,Tradicional,1,11,23.1,2020,2020-I
157749,CHIMBOTE,Tradicional,1,11,19.5,2020,2020-I
157758,CHIMBOTE,Tradicional,1,12,22.4,2020,2020-I
157743,CHIMBOTE,Tradicional,1,9,22.1,2020,2020-I
157828,CHIMBOTE,Tradicional,3,18,23.5,2020,2020-I
157811,CHIMBOTE,Tradicional,1,11,17.5,2020,2020-I
157880,CHIMBOTE,Tradicional,3,22,27.4,2020,2020-I
157770,CHIMBOTE,Frio,4,32,21.0,2020,2020-I
157820,CHIMBOTE,Frio,5,32,25.7,2020,2020-I
157817,CHIMBOTE,Frio,3,35,20.2,2020,2020-I
157908,CHIMBOTE,Tradicional,3,20,28.8,2020,2020-I
157917,CHIMBOTE,Frio,4,21,22.4,2020,2020-I
158023,CHIMBOTE,Frio,4,17,17.4,2020,2020-I
157957,CHIMBOTE,Tradicional,3,18,25.7,2020,2020-I
157983,CHIMBOTE,Tradicional,2,17,24.8,2020,2020-I
157903,CHIMBOTE,Frio,4,29,22.9,2020,2020-I
157901,CHIMBOTE,Frio,4,31,24.3,2020,2020-I
158088,CHIMBOTE,Frio,5,17,17.2,2020,2020-I
158039,CHIMBOTE,Frio,5,19,18.9,2020,2020-I
158038,CHIMBOTE,Frio,3,15,18.7,2020,2020-I
158037,CHIMBOTE,Frio,2,13,20.1,2020,2020-I
158148,CHIMBOTE,Frio,10,26,33.3,2020,2020-I
158148,CHIMBOTE,Frio,10,21,33.3,2020,2020-I
158098,CHIMBOTE,Frio,2,21,25.5,2020,2020-I
158108,CHIMBOTE,Frio,1,15,22.7,2020,2020-I
158101,CHIMBOTE,Frio,2,16,21.7,2020,2020-I
158094,CHIMBOTE,Frio,6,33,21.6,2020,2020-I
158161,CHIMBOTE,Frio,3,22,28.2,2020,2020-I
158163,CHIMBOTE,Frio,1,15,19.6,2020,2020-I
158083,CHIMBOTE,Frio,5,33,19.9,2020,2020-I
158103,CHIMBOTE,Frio,4,42,22.5,2020,2020-I
158090,CHIMBOTE,Frio,3,41,19.3,2020,2020-I
158097,CHIMBOTE,Frio,4,40,22.6,2020,2020-I
158223,CHIMBOTE,Frio,2,19,21.8,2020,2020-I
158218,CHIMBOTE,Frio,2,22,21.1,2020,2020-I
158195,CHIMBOTE,Frio,3,35,34.8,2020,2020-I
158221,CHIMBOTE,Frio,2,20,27.1,2020,2020-I
158219,CHIMBOTE,Frio,3,19,20.0,2020,2020-I
158256,CHIMBOTE,Frio,4,38,21.7,2020,2020-I
158257,CHIMBOTE,Frio,3,26,24.5,2020,2020-I
158389,CHIMBOTE,Frio,2,22,28.3,2020,2020-I
158333,CHIMBOTE,Frio,6,44,28.2,2020,2020-I
158321,CHIMBOTE,Frio,7,45,20.9,2020,2020-I
158407,CHIMBOTE,Tradicional,2,11,26.7,2020,2020-I
158406,CHIMBOTE,Tradicional,2,11,27.3,2020,2020-I
158415,CHIMBOTE,Tradicional,2,11,27.3,2020,2020-I
158422,CHIMBOTE,Tradicional,1,8,18.9,2020,2020-I
158412,CHIMBOTE,Tradicional,1,8,21.5,2020,2020-I
158384,CHIMBOTE,Tradicional,2,10,21.2,2020,2020-I
158376,CHIMBOTE,Frio,3,33,27.3,2020,2020-I
158450,CHIMBOTE,Tradicional,1,12,24.8,2020,2020-I
158459,CHIMBOTE,Frio,3,30,24.3,2020,2020-I
158453,CHIMBOTE,Frio,2,27,32.1,2020,2020-I
158483,CHIMBOTE,Frio,3,31,20.5,2020,2020-I
158480,CHIMBOTE,Frio,3,32,19.8,2020,2020-I
158541,CHIMBOTE,Frio,3,27,24.8,2020,2020-I
158542,CHIMBOTE,Frio,2,28,19.5,2020,2020-I
158539,CHIMBOTE,Frio,3,27,27.8,2020,2020-I
158617,CHIMBOTE,Frio,4,34,31.2,2020,2020-I
158612,CHIMBOTE,Frio,5,32,26.5,2020,2020-I
158644,CHIMBOTE,Frio,2,27,24.3,2020,2020-I
158674,CHIMBOTE,Tradicional,2,14,20.4,2020,2020-I
155349,CALLAO,Tradicional,2,8,15.7,2020,2020-I
155351,CALLAO,Tradicional,2,8,17.8,2020,2020-I
155348,CALLAO,Tradicional,2,9,17.5,2020,2020-I
155350,CALLAO,Tradicional,1,7,17.8,2020,2020-I
155347,CALLAO,Frio,1,9,20.1,2020,2020-I
155356,CALLAO,Tradicional,2,8,20.2,2020,2020-I
155360,CALLAO,Tradicional,2,8,18.9,2020,2020-I
155359,CALLAO,Tradicional,3,11,20.9,2020,2020-I
155358,CALLAO,Tradicional,2,9,19.3,2020,2020-I
155377,CALLAO,Tradicional,3,12,23.1,2020,2020-I
155375,CALLAO,Tradicional,4,14,21.1,2020,2020-I
155376,CALLAO,Tradicional,3,13,17.6,2020,2020-I
155374,CALLAO,Tradicional,1,9,16.6,2020,2020-I
155394,CALLAO,Tradicional,3,13,22.9,2020,2020-I
155392,CALLAO,Tradicional,3,13,22.0,2020,2020-I
155393,CALLAO,Tradicional,3,12,20.6,2020,2020-I
155389,CALLAO,Tradicional,3,14,23.0,2020,2020-I
155494,CALLAO,Tradicional,1,5,17.5,2020,2020-I
155487,CALLAO,Tradicional,2,5,17.9,2020,2020-I
155493,CALLAO,Tradicional,2,6,16.2,2020,2020-I
155502,CALLAO,Frio,3,7,20.2,2020,2020-I
155499,CALLAO,Tradicional,2,7,19.1,2020,2020-I
155501,CALLAO,Frio,4,12,21.1,2020,2020-I
155497,CALLAO,Frio,1,11,19.0,2020,2020-I
155496,CALLAO,Tradicional,2,11,19.9,2020,2020-I
155498,CALLAO,Frio,3,16,18.9,2020,2020-I
155500,CALLAO,Frio,2,16,21.5,2020,2020-I
155526,CALLAO,Tradicional,2,8,18.7,2020,2020-I
155545,CALLAO,Tradicional,2,8,20.3,2020,2020-I
155524,CALLAO,Tradicional,2,9,21.4,2020,2020-I
155527,CALLAO,Tradicional,2,10,19.5,2020,2020-I
155528,CALLAO,Tradicional,2,9,18.7,2020,2020-I
155517,CALLAO,Tradicional,2,11,20.3,2020,2020-I
155518,CALLAO,Frio,2,10,18.8,2020,2020-I
155519,CALLAO,Frio,4,14,21.1,2020,2020-I
155521,CALLAO,Frio,3,14,18.1,2020,2020-I
155525,CALLAO,Frio,2,15,18.4,2020,2020-I
155529,CALLAO,Frio,3,19,19.9,2020,2020-I
155585,CALLAO,Frio,2,8,19.4,2020,2020-I
155569,CALLAO,Tradicional,2,8,20.4,2020,2020-I
155593,CALLAO,Tradicional,2,8,20.4,2020,2020-I
155592,CALLAO,Tradicional,2,10,21.8,2020,2020-I
155594,CALLAO,Tradicional,3,11,21.4,2020,2020-I
155586,CALLAO,Tradicional,3,11,22.1,2020,2020-I
155583,CALLAO,Tradicional,2,15,26.3,2020,2020-I
155595,CALLAO,Tradicional,2,6,18.1,2020,2020-I
155605,CALLAO,Tradicional,2,6,20.8,2020,2020-I
