Marea,Planta,Bodega,# Calas,TDC-Desc,TVN,año,temporada_año
155597,CALLAO,Tradicional,3,8,19.0,2020,2020-I
155596,CALLAO,Tradicional,2,7,19.5,2020,2020-I
155610,CALLAO,Tradicional,3,8,17.4,2020,2020-I
155613,CALLAO,Tradicional,3,9,18.8,2020,2020-I
155606,CALLAO,Tradicional,3,9,19.7,2020,2020-I
155604,CALLAO,Tradicional,2,7,23.6,2020,2020-I
155601,CALLAO,Frio,3,14,20.2,2020,2020-I
155608,CALLAO,Tradicional,3,13,20.6,2020,2020-I
155615,CALLAO,Frio,1,15,18.4,2020,2020-I
155650,CALLAO,Tradicional,1,5,13.1,2020,2020-I
155658,CALLAO,Frio,2,7,16.2,2020,2020-I
155654,CALLAO,Tradicional,1,5,18.0,2020,2020-I
155648,CALLAO,Frio,1,7,14.9,2020,2020-I
155655,CALLAO,Tradicional,3,11,19.5,2020,2020-I
155657,CALLAO,Tradicional,2,12,19.0,2020,2020-I
155656,CALLAO,Tradicional,3,13,19.4,2020,2020-I
155647,CALLAO,Tradicional,3,11,19.9,2020,2020-I
155653,CALLAO,Tradicional,1,9,19.0,2020,2020-I
155645,CALLAO,Tradicional,3,12,20.0,2020,2020-I
155649,CALLAO,Tradicional,2,13,23.3,2020,2020-I
155662,CALLAO,Frio,3,18,18.9,2020,2020-I
155651,CALLAO,Frio,4,27,22.8,2020,2020-I
155702,CALLAO,Tradicional,1,4,18.0,2020,2020-I
155709,CALLAO,Tradicional,2,7,19.4,2020,2020-I
155708,CALLAO,Tradicional,3,10,18.9,2020,2020-I
155692,CALLAO,Tradicional,2,9,19.8,2020,2020-I
155703,CALLAO,Tradicional,3,12,19.1,2020,2020-I
155713,CALLAO,Tradicional,3,14,20.7,2020,2020-I
155710,CALLAO,Tradicional,2,13,19.6,2020,2020-I
155691,CALLAO,Tradicional,4,16,23.9,2020,2020-I
155707,CALLAO,Tradicional,3,18,24.1,2020,2020-I
155706,CALLAO,Tradicional,4,19,30.4,2020,2020-I
155700,CALLAO,Frio,2,18,17.9,2020,2020-I
155704,CALLAO,Frio,3,20,17.4,2020,2020-I
155711,CALLAO,Frio,4,20,18.3,2020,2020-I
155760,CALLAO,Tradicional,3,7,16.9,2020,2020-I
155762,CALLAO,Tradicional,2,8,20.7,2020,2020-I
155755,CALLAO,Tradicional,3,11,24.4,2020,2020-I
155758,CALLAO,Tradicional,3,11,22.7,2020,2020-I
155763,CALLAO,Tradicional,2,11,20.6,2020,2020-I
155764,CALLAO,Tradicional,3,11,24.6,2020,2020-I
155767,CALLAO,Tradicional,4,12,24.6,2020,2020-I
155757,CALLAO,Tradicional,3,14,23.6,2020,2020-I
155775,CALLAO,Tradicional,2,14,27.0,2020,2020-I
155771,CALLAO,Tradicional,2,14,24.2,2020,2020-I
155766,CALLAO,Tradicional,3,18,31.8,2020,2020-I
155835,CALLAO,Tradicional,1,5,17.3,2020,2020-I
155808,CALLAO,Tradicional,2,6,18.7,2020,2020-I
155838,CALLAO,Tradicional,1,6,18.7,2020,2020-I
155803,CALLAO,Tradicional,1,7,19.4,2020,2020-I
155837,CALLAO,Tradicional,1,5,17.3,2020,2020-I
155834,CALLAO,Tradicional,1,8,18.1,2020,2020-I
155821,CALLAO,Tradicional,2,9,18.8,2020,2020-I
155777,CALLAO,Frio,5,27,19.9,2020,2020-I
155807,CALLAO,Tradicional,3,10,20.8,2020,2020-I
155841,CALLAO,Tradicional,1,10,20.8,2020,2020-I
155836,CALLAO,Tradicional,1,10,20.6,2020,2020-I
155839,CALLAO,Tradicional,2,11,20.3,2020,2020-I
155750,CALLAO,Frio,2,0,17.8,2020,2020-I
155897,CALLAO,Tradicional,1,4,19.7,2020,2020-I
155893,CALLAO,Tradicional,1,5,18.2,2020,2020-I
155868,CALLAO,Tradicional,1,6,18.9,2020,2020-I
155865,CALLAO,Tradicional,1,6,19.4,2020,2020-I
155896,CALLAO,Tradicional,4,9,17.8,2020,2020-I
155860,CALLAO,Tradicional,1,10,21.9,2020,2020-I
155892,CALLAO,Tradicional,3,12,21.9,2020,2020-I
155895,CALLAO,Tradicional,1,12,24.6,2020,2020-I
155861,CALLAO,Frio,3,10,18.5,2020,2020-I
155857,CALLAO,Tradicional,3,16,25.9,2020,2020-I
155902,CALLAO,Tradicional,2,14,25.9,2020,2020-I
155858,CALLAO,Tradicional,2,17,23.8,2020,2020-I
155840,CALLAO,Tradicional,3,16,22.1,2020,2020-I
155859,CALLAO,Tradicional,3,16,23.4,2020,2020-I
155894,CALLAO,Tradicional,2,15,18.3,2020,2020-I
155867,CALLAO,Tradicional,2,18,22.0,2020,2020-I
155866,CALLAO,Tradicional,2,16,20.5,2020,2020-I
155950,CALLAO,Tradicional,1,9,18.9,2020,2020-I
155949,CALLAO,Tradicional,3,10,18.3,2020,2020-I
155943,CALLAO,Tradicional,2,13,21.2,2020,2020-I
155952,CALLAO,Tradicional,4,10,20.8,2020,2020-I
155948,CALLAO,Tradicional,2,9,17.3,2020,2020-I
155947,CALLAO,Tradicional,4,10,0.0,2020,2020-I
155947,CALLAO,Tradicional,4,10,21.1,2020,2020-I
155955,CALLAO,Tradicional,1,11,20.3,2020,2020-I
155960,CALLAO,Tradicional,3,13,23.2,2020,2020-I
155944,CALLAO,Tradicional,2,11,22.9,2020,2020-I
155963,CALLAO,Tradicional,3,12,23.2,2020,2020-I
155954,CALLAO,Frio,3,12,18.9,2020,2020-I
155953,CALLAO,Tradicional,1,9,17.9,2020,2020-I
155956,CALLAO,Tradicional,3,16,24.7,2020,2020-I
155973,CALLAO,Tradicional,4,20,31.6,2020,2020-I
155945,CALLAO,Tradicional,3,19,30.2,2020,2020-I
155959,CALLAO,Tradicional,4,19,26.8,2020,2020-I
155970,CALLAO,Tradicional,1,14,23.8,2020,2020-I
155957,CALLAO,Frio,2,21,19.8,2020,2020-I
155993,CALLAO,Tradicional,2,10,19.9,2020,2020-I
156011,CALLAO,Tradicional,1,10,18.9,2020,2020-I
155983,CALLAO,Tradicional,2,10,17.9,2020,2020-I
156007,CALLAO,Tradicional,1,10,17.9,2020,2020-I
155986,CALLAO,Frio,2,13,19.5,2020,2020-I
156010,CALLAO,Tradicional,2,12,20.5,2020,2020-I
155988,CALLAO,Tradicional,2,12,19.4,2020,2020-I
156002,CALLAO,Tradicional,3,13,22.2,2020,2020-I
156009,CALLAO,Tradicional,2,13,20.3,2020,2020-I
155984,CALLAO,Tradicional,4,17,21.7,2020,2020-I
156006,CALLAO,Tradicional,2,15,22.9,2020,2020-I
156008,CALLAO,Tradicional,2,12,20.8,2020,2020-I
156005,CALLAO,Tradicional,3,16,23.6,2020,2020-I
156001,CALLAO,Tradicional,3,15,20.5,2020,2020-I
156004,CALLAO,Tradicional,2,16,21.0,2020,2020-I
155985,CALLAO,Tradicional,3,10,18.1,2020,2020-I
156028,CALLAO,Tradicional,1,8,17.0,2020,2020-I
156033,CALLAO,Tradicional,3,12,19.5,2020,2020-I
156035,CALLAO,Tradicional,2,10,20.1,2020,2020-I
156047,CALLAO,Tradicional,2,11,20.4,2020,2020-I
156029,CALLAO,Tradicional,2,10,17.3,2020,2020-I
156040,CALLAO,Tradicional,2,11,18.5,2020,2020-I
156036,CALLAO,Tradicional,2,10,18.4,2020,2020-I
156031,CALLAO,Tradicional,2,11,19.5,2020,2020-I
156027,CALLAO,Tradicional,3,0,17.7,2020,2020-I
156048,CALLAO,Tradicional,2,8,17.2,2020,2020-I
156039,CALLAO,Tradicional,1,10,17.9,2020,2020-I
156037,CALLAO,Tradicional,1,7,17.5,2020,2020-I
156032,CALLAO,Tradicional,2,14,20.5,2020,2020-I
156046,CALLAO,Tradicional,1,8,18.1,2020,2020-I
156078,CALLAO,Tradicional,2,10,19.2,2020,2020-I
156080,CALLAO,Tradicional,2,10,19.9,2020,2020-I
156114,CALLAO,Tradicional,3,13,20.5,2020,2020-I
156099,CALLAO,Tradicional,4,15,19.7,2020,2020-I
156119,CALLAO,Tradicional,2,10,19.7,2020,2020-I
156087,CALLAO,Tradicional,1,11,22.3,2020,2020-I
156085,CALLAO,Tradicional,1,9,17.4,2020,2020-I
156082,CALLAO,Tradicional,1,8,22.0,2020,2020-I
156089,CALLAO,Tradicional,3,17,23.4,2020,2020-I
156084,CALLAO,Tradicional,3,13,19.4,2020,2020-I
156095,CALLAO,Tradicional,4,17,22.2,2020,2020-I
156077,CALLAO,Tradicional,4,18,22.0,2020,2020-I
156115,CALLAO,Tradicional,4,18,25.4,2020,2020-I
156083,CALLAO,Tradicional,4,19,25.1,2020,2020-I
156150,CALLAO,Tradicional,4,14,22.2,2020,2020-I
156177,CALLAO,Tradicional,2,9,18.1,2020,2020-I
156161,CALLAO,Tradicional,3,12,19.6,2020,2020-I
156176,CALLAO,Tradicional,3,13,21.1,2020,2020-I
156159,CALLAO,Tradicional,2,13,22.2,2020,2020-I
156151,CALLAO,Tradicional,2,14,21.0,2020,2020-I
156165,CALLAO,Tradicional,2,12,21.6,2020,2020-I
156160,CALLAO,Tradicional,2,14,22.1,2020,2020-I
156155,CALLAO,Tradicional,2,10,20.5,2020,2020-I
156152,CALLAO,Tradicional,3,12,21.0,2020,2020-I
156213,CALLAO,Tradicional,3,9,20.2,2020,2020-I
156225,CALLAO,Tradicional,2,9,18.2,2020,2020-I
156223,CALLAO,Tradicional,2,8,18.9,2020,2020-I
156212,CALLAO,Tradicional,2,11,18.9,2020,2020-I
156222,CALLAO,Tradicional,3,10,17.9,2020,2020-I
156227,CALLAO,Tradicional,3,10,20.9,2020,2020-I
156233,CALLAO,Tradicional,4,11,19.7,2020,2020-I
156221,CALLAO,Tradicional,2,11,19.6,2020,2020-I
156224,CALLAO,Tradicional,3,13,18.2,2020,2020-I
156229,CALLAO,Tradicional,4,13,23.6,2020,2020-I
156226,CALLAO,Tradicional,3,14,21.1,2020,2020-I
156217,CALLAO,Frio,5,32,26.0,2020,2020-I
156288,CALLAO,Tradicional,3,9,20.2,2020,2020-I
156329,CALLAO,Tradicional,5,12,20.2,2020,2020-I
156334,CALLAO,Frio,3,24,18.0,2020,2020-I
156331,CALLAO,Frio,4,27,17.8,2020,2020-I
156350,CALLAO,Frio,4,30,19.3,2020,2020-I
156343,CALLAO,Frio,4,28,18.5,2020,2020-I
156333,CALLAO,Frio,4,29,17.7,2020,2020-I
156310,CALLAO,Frio,5,30,19.9,2020,2020-I
156417,CALLAO,Tradicional,3,8,16.2,2020,2020-I
156435,CALLAO,Tradicional,2,7,18.6,2020,2020-I
156421,CALLAO,Tradicional,3,9,18.4,2020,2020-I
156447,CALLAO,Frio,2,10,20.2,2020,2020-I
156416,CALLAO,Tradicional,3,13,23.3,2020,2020-I
156428,CALLAO,Tradicional,8,13,21.0,2020,2020-I
156428,CALLAO,Tradicional,8,14,21.0,2020,2020-I
156422,CALLAO,Tradicional,5,14,18.2,2020,2020-I
156419,CALLAO,Tradicional,3,10,19.8,2020,2020-I
156420,CALLAO,Tradicional,2,13,20.9,2020,2020-I
156405,CALLAO,Frio,4,26,17.7,2020,2020-I
156499,CALLAO,Tradicional,3,9,18.7,2020,2020-I
156501,CALLAO,Tradicional,2,9,16.7,2020,2020-I
156498,CALLAO,Tradicional,2,10,18.7,2020,2020-I
156502,CALLAO,Tradicional,2,9,18.2,2020,2020-I
156488,CALLAO,Tradicional,3,10,17.3,2020,2020-I
156500,CALLAO,Tradicional,2,10,18.1,2020,2020-I
156537,CALLAO,Tradicional,1,10,17.7,2020,2020-I
156491,CALLAO,Frio,5,15,20.5,2020,2020-I
156530,CALLAO,Tradicional,3,15,19.1,2020,2020-I
156481,CALLAO,Tradicional,3,20,31.1,2020,2020-I
156494,CALLAO,Frio,3,20,20.8,2020,2020-I
156477,CALLAO,Frio,3,21,18.6,2020,2020-I
156473,CALLAO,Frio,5,39,16.4,2020,2020-I
156538,CALLAO,Frio,2,21,22.5,2020,2020-I
156503,CALLAO,Frio,3,28,21.0,2020,2020-I
156511,CALLAO,Frio,2,28,24.2,2020,2020-I
156415,CALLAO,Frio,3,35,24.2,2020,2020-I
156567,CALLAO,Frio,3,11,18.8,2020,2020-I
156597,CALLAO,Tradicional,2,10,17.0,2020,2020-I
156566,CALLAO,Tradicional,3,11,23.8,2020,2020-I
156572,CALLAO,Tradicional,3,12,24.8,2020,2020-I
156593,CALLAO,Tradicional,1,9,15.9,2020,2020-I
156594,CALLAO,Tradicional,1,7,15.3,2020,2020-I
156568,CALLAO,Tradicional,2,14,20.4,2020,2020-I
156561,CALLAO,Tradicional,3,13,22.5,2020,2020-I
156570,CALLAO,Tradicional,4,15,23.3,2020,2020-I
156569,CALLAO,Tradicional,3,15,23.6,2020,2020-I
156565,CALLAO,Tradicional,4,15,23.5,2020,2020-I
156563,CALLAO,Frio,2,17,17.8,2020,2020-I
156579,CALLAO,Tradicional,4,19,24.6,2020,2020-I
156585,CALLAO,Frio,4,20,17.0,2020,2020-I
156558,CALLAO,Frio,3,24,19.9,2020,2020-I
156610,CALLAO,Frio,4,23,16.3,2020,2020-I
156611,CALLAO,Frio,5,21,16.9,2020,2020-I
156621,CALLAO,Tradicional,2,19,23.4,2020,2020-I
156622,CALLAO,Tradicional,2,17,25.9,2020,2020-I
156614,CALLAO,Tradicional,4,18,24.8,2020,2020-I
156620,CALLAO,Tradicional,2,15,25.9,2020,2020-I
156616,CALLAO,Tradicional,4,16,21.1,2020,2020-I
156619,CALLAO,Tradicional,3,14,21.6,2020,2020-I
156628,CALLAO,Tradicional,1,11,18.0,2020,2020-I
156630,CALLAO,Tradicional,2,10,20.3,2020,2020-I
156629,CALLAO,Tradicional,3,11,18.0,2020,2020-I
156617,CALLAO,Tradicional,2,10,17.3,2020,2020-I
156618,CALLAO,Tradicional,2,9,18.6,2020,2020-I
156615,CALLAO,Tradicional,1,6,17.1,2020,2020-I
156649,CALLAO,Tradicional,1,5,19.4,2020,2020-I
156645,CALLAO,Tradicional,1,4,17.9,2020,2020-I
156653,CALLAO,Tradicional,2,6,19.8,2020,2020-I
156644,CALLAO,Tradicional,3,9,17.6,2020,2020-I
156652,CALLAO,Tradicional,3,8,18.0,2020,2020-I
156651,CALLAO,Tradicional,2,11,17.5,2020,2020-I
156650,CALLAO,Tradicional,2,10,19.0,2020,2020-I
156658,CALLAO,Tradicional,1,5,11.9,2020,2020-I
156643,CALLAO,Tradicional,4,12,21.1,2020,2020-I
156634,CALLAO,Frio,12,37,21.7,2020,2020-I
156696,CALLAO,Tradicional,3,9,16.4,2020,2020-I
156697,CALLAO,Tradicional,3,10,18.9,2020,2020-I
156641,CALLAO,Tradicional,3,12,19.6,2020,2020-I
156694,CALLAO,Tradicional,3,15,19.5,2020,2020-I
156634,CALLAO,Frio,12,37,21.7,2020,2020-I
156691,CALLAO,Tradicional,3,16,19.5,2020,2020-I
156698,CALLAO,Tradicional,3,17,18.6,2020,2020-I
156710,CALLAO,Tradicional,3,18,23.9,2020,2020-I
156695,CALLAO,Tradicional,3,20,27.6,2020,2020-I
156702,CALLAO,Tradicional,3,20,26.9,2020,2020-I
156634,CALLAO,Frio,12,50,36.3,2020,2020-I
156762,CALLAO,Tradicional,2,8,18.1,2020,2020-I
156765,CALLAO,Tradicional,2,7,18.4,2020,2020-I
156808,CALLAO,Tradicional,2,7,18.6,2020,2020-I
156805,CALLAO,Tradicional,2,7,17.8,2020,2020-I
156766,CALLAO,Tradicional,3,11,18.1,2020,2020-I
156758,CALLAO,Frio,3,10,16.3,2020,2020-I
156776,CALLAO,Tradicional,2,11,19.3,2020,2020-I
156809,CALLAO,Tradicional,2,14,20.4,2020,2020-I
156764,CALLAO,Tradicional,4,17,18.8,2020,2020-I
156759,CALLAO,Tradicional,4,19,23.0,2020,2020-I
156807,CALLAO,Tradicional,3,18,20.7,2020,2020-I
156767,CALLAO,Tradicional,5,20,17.9,2020,2020-I
156806,CALLAO,Tradicional,4,22,26.6,2020,2020-I
156796,CALLAO,Tradicional,3,20,30.3,2020,2020-I
156843,CALLAO,Tradicional,2,10,17.9,2020,2020-I
156888,CALLAO,Tradicional,3,9,17.4,2020,2020-I
156877,CALLAO,Tradicional,1,8,18.1,2020,2020-I
156879,CALLAO,Tradicional,3,9,17.6,2020,2020-I
156880,CALLAO,Tradicional,2,8,19.7,2020,2020-I
156874,CALLAO,Tradicional,1,7,16.8,2020,2020-I
156841,CALLAO,Tradicional,2,12,21.3,2020,2020-I
156876,CALLAO,Tradicional,2,11,19.4,2020,2020-I
156842,CALLAO,Tradicional,4,14,23.1,2020,2020-I
156830,CALLAO,Tradicional,2,16,22.1,2020,2020-I
156840,CALLAO,Tradicional,3,14,23.1,2020,2020-I
156875,CALLAO,Tradicional,3,16,22.7,2020,2020-I
156885,CALLAO,Frio,3,16,18.2,2020,2020-I
156839,CALLAO,Tradicional,3,17,26.1,2020,2020-I
156886,CALLAO,Tradicional,3,16,25.1,2020,2020-I
156953,CALLAO,Frio,3,9,14.5,2020,2020-I
156939,CALLAO,Tradicional,3,11,16.9,2020,2020-I
156952,CALLAO,Tradicional,3,11,18.2,2020,2020-I
156947,CALLAO,Tradicional,4,13,21.2,2020,2020-I
156950,CALLAO,Tradicional,3,13,20.4,2020,2020-I
156957,CALLAO,Tradicional,4,13,20.4,2020,2020-I
156940,CALLAO,Tradicional,3,15,21.2,2020,2020-I
156943,CALLAO,Tradicional,4,19,23.2,2020,2020-I
156949,CALLAO,Tradicional,4,20,33.1,2020,2020-I
156948,CALLAO,Tradicional,3,17,29.3,2020,2020-I
156951,CALLAO,Tradicional,3,20,32.8,2020,2020-I
156958,CALLAO,Tradicional,4,21,24.8,2020,2020-I
156942,CALLAO,Tradicional,4,23,26.9,2020,2020-I
156941,CALLAO,Tradicional,4,22,24.9,2020,2020-I
156960,CALLAO,Tradicional,3,22,28.4,2020,2020-I
156881,CALLAO,Frio,4,46,26.7,2020,2020-I
156904,CALLAO,Frio,3,29,18.4,2020,2020-I
156897,CALLAO,Frio,5,31,18.3,2020,2020-I
156898,CALLAO,Frio,3,33,18.0,2020,2020-I
156900,CALLAO,Frio,4,36,17.8,2020,2020-I
156993,CALLAO,Tradicional,2,12,24.0,2020,2020-I
156990,CALLAO,Frio,1,15,18.4,2020,2020-I
157015,CALLAO,Tradicional,1,14,23.7,2020,2020-I
157016,CALLAO,Tradicional,1,14,22.6,2020,2020-I
157022,CALLAO,Tradicional,1,11,20.6,2020,2020-I
157014,CALLAO,Tradicional,2,15,27.1,2020,2020-I
157020,CALLAO,Tradicional,2,12,20.6,2020,2020-I
157011,CALLAO,Tradicional,1,9,16.7,2020,2020-I
156903,CALLAO,Frio,7,49,17.0,2020,2020-I
156967,CALLAO,Frio,3,28,21.5,2020,2020-I
156968,CALLAO,Frio,5,33,18.4,2020,2020-I
156992,CALLAO,Frio,5,31,18.2,2020,2020-I
156969,CALLAO,Frio,4,32,19.5,2020,2020-I
157054,CALLAO,Frio,2,11,17.4,2020,2020-I
157058,CALLAO,Tradicional,2,13,22.7,2020,2020-I
156985,CALLAO,Frio,4,36,32.6,2020,2020-I
157063,CALLAO,Tradicional,2,16,30.7,2020,2020-I
157059,CALLAO,Frio,2,19,20.8,2020,2020-I
157055,CALLAO,Frio,3,22,19.4,2020,2020-I
157067,CALLAO,Frio,2,23,18.0,2020,2020-I
157064,CALLAO,Frio,2,29,26.5,2020,2020-I
157114,CALLAO,Frio,3,12,14.7,2020,2020-I
156994,CALLAO,Tradicional,2,12,20.0,2020,2020-I
156989,CALLAO,Tradicional,3,14,29.1,2020,2020-I
157021,CALLAO,Tradicional,3,16,30.6,2020,2020-I
157137,CALLAO,Tradicional,1,12,23.4,2020,2020-I
157138,CALLAO,Tradicional,3,12,23.1,2020,2020-I
157113,CALLAO,Frio,3,21,24.8,2020,2020-I
157124,CALLAO,Frio,2,22,19.5,2020,2020-I
157187,CALLAO,Tradicional,2,11,17.3,2020,2020-I
157148,CALLAO,Frio,5,27,18.2,2020,2020-I
157189,CALLAO,Frio,2,11,18.5,2020,2020-I
157206,CALLAO,Tradicional,2,12,20.6,2020,2020-I
157208,CALLAO,Tradicional,2,15,25.4,2020,2020-I
157210,CALLAO,Tradicional,3,16,26.8,2020,2020-I
157209,CALLAO,Tradicional,4,19,31.3,2020,2020-I
157188,CALLAO,Frio,3,22,17.0,2020,2020-I
157225,CALLAO,Frio,3,17,19.9,2020,2020-I
157177,CALLAO,Frio,4,24,20.1,2020,2020-I
157275,CALLAO,Frio,2,13,18.6,2020,2020-I
157247,CALLAO,Frio,5,16,26.1,2020,2020-I
157226,CALLAO,Frio,5,34,18.0,2020,2020-I
157264,CALLAO,Tradicional,4,18,18.5,2020,2020-I
157268,CALLAO,Tradicional,4,20,25.8,2020,2020-I
157254,CALLAO,Tradicional,3,20,22.2,2020,2020-I
157282,CALLAO,Tradicional,2,19,28.9,2020,2020-I
157266,CALLAO,Frio,5,0,17.4,2020,2020-I
157280,CALLAO,Tradicional,3,23,25.1,2020,2020-I
157251,CALLAO,Frio,18,30,21.4,2020,2020-I
157251,CALLAO,Frio,18,34,21.4,2020,2020-I
157366,CALLAO,Frio,3,9,17.9,2020,2020-I
157360,CALLAO,Tradicional,1,12,20.4,2020,2020-I
157297,CALLAO,Tradicional,5,15,21.5,2020,2020-I
157365,CALLAO,Tradicional,2,12,18.8,2020,2020-I
157367,CALLAO,Tradicional,3,13,18.7,2020,2020-I
157369,CALLAO,Frio,2,14,17.6,2020,2020-I
157321,CALLAO,Frio,3,18,18.1,2020,2020-I
157322,CALLAO,Frio,4,21,17.0,2020,2020-I
157315,CALLAO,Frio,4,24,16.1,2020,2020-I
157251,CALLAO,Frio,18,125,21.4,2020,2020-I
157390,CALLAO,Tradicional,4,14,18.0,2020,2020-I
157388,CALLAO,Tradicional,2,10,16.3,2020,2020-I
157395,CALLAO,Tradicional,2,8,18.9,2020,2020-I
157393,CALLAO,Tradicional,3,11,19.8,2020,2020-I
157389,CALLAO,Frio,4,16,16.4,2020,2020-I
157401,CALLAO,Tradicional,1,7,18.9,2020,2020-I
157394,CALLAO,Tradicional,2,11,18.3,2020,2020-I
157398,CALLAO,Tradicional,3,14,22.7,2020,2020-I
157399,CALLAO,Frio,3,15,17.8,2020,2020-I
157377,CALLAO,Frio,5,19,17.6,2020,2020-I
157392,CALLAO,Frio,5,19,20.4,2020,2020-I
157397,CALLAO,Tradicional,3,19,23.7,2020,2020-I
157387,CALLAO,Tradicional,3,18,17.9,2020,2020-I
157400,CALLAO,Frio,3,22,19.4,2020,2020-I
157441,CALLAO,Tradicional,1,6,16.0,2020,2020-I
157481,CALLAO,Tradicional,1,6,15.0,2020,2020-I
157460,CALLAO,Tradicional,2,8,14.9,2020,2020-I
157482,CALLAO,Tradicional,2,8,15.5,2020,2020-I
157475,CALLAO,Tradicional,1,9,15.3,2020,2020-I
157471,CALLAO,Tradicional,2,9,15.4,2020,2020-I
157490,CALLAO,Tradicional,2,9,17.1,2020,2020-I
157473,CALLAO,Tradicional,2,13,16.9,2020,2020-I
157498,CALLAO,Tradicional,2,13,26.8,2020,2020-I
157463,CALLAO,Tradicional,3,16,17.0,2020,2020-I
157483,CALLAO,Tradicional,2,18,20.2,2020,2020-I
157500,CALLAO,Tradicional,2,15,18.0,2020,2020-I
157493,CALLAO,Tradicional,2,15,19.0,2020,2020-I
157472,CALLAO,Tradicional,3,17,20.1,2020,2020-I
157486,CALLAO,Frio,7,22,20.8,2020,2020-I
157412,CALLAO,Tradicional,4,23,26.5,2020,2020-I
157459,CALLAO,Frio,4,29,18.3,2020,2020-I
157423,CALLAO,Frio,4,30,22.6,2020,2020-I
157511,CALLAO,Tradicional,2,8,17.2,2020,2020-I
157424,CALLAO,Frio,3,35,26.4,2020,2020-I
157512,CALLAO,Tradicional,2,10,20.5,2020,2020-I
157524,CALLAO,Tradicional,1,11,22.1,2020,2020-I
157510,CALLAO,Tradicional,2,12,20.7,2020,2020-I
157528,CALLAO,Tradicional,1,11,18.8,2020,2020-I
157508,CALLAO,Tradicional,4,16,22.7,2020,2020-I
157518,CALLAO,Tradicional,2,14,17.9,2020,2020-I
157521,CALLAO,Tradicional,2,18,25.0,2020,2020-I
157474,CALLAO,Frio,4,39,30.2,2020,2020-I
157531,CALLAO,Tradicional,3,21,31.9,2020,2020-I
157507,CALLAO,Tradicional,3,21,36.5,2020,2020-I
157527,CALLAO,Tradicional,2,20,28.5,2020,2020-I
157499,CALLAO,Frio,5,41,24.5,2020,2020-I
157489,CALLAO,Frio,4,40,30.4,2020,2020-I
157617,CALLAO,Tradicional,1,12,17.8,2020,2020-I
157622,CALLAO,Tradicional,3,16,22.0,2020,2020-I
157621,CALLAO,Tradicional,3,16,20.7,2020,2020-I
157623,CALLAO,Tradicional,3,17,18.1,2020,2020-I
157561,CALLAO,Tradicional,2,20,26.1,2020,2020-I
157545,CALLAO,Tradicional,2,21,30.3,2020,2020-I
157616,CALLAO,Tradicional,3,17,20.1,2020,2020-I
157592,CALLAO,Tradicional,5,20,24.0,2020,2020-I
157546,CALLAO,Frio,3,36,24.7,2020,2020-I
157566,CALLAO,Tradicional,2,20,26.9,2020,2020-I
157609,CALLAO,Tradicional,3,21,36.5,2020,2020-I
157551,CALLAO,Frio,2,30,32.5,2020,2020-I
157619,CALLAO,Frio,3,25,21.0,2020,2020-I
157650,CALLAO,Tradicional,1,9,16.9,2020,2020-I
157658,CALLAO,Tradicional,3,13,17.4,2020,2020-I
157685,CALLAO,Tradicional,2,11,21.3,2020,2020-I
157660,CALLAO,Tradicional,2,12,21.5,2020,2020-I
157659,CALLAO,Tradicional,3,13,19.9,2020,2020-I
157669,CALLAO,Tradicional,2,13,19.3,2020,2020-I
157671,CALLAO,Frio,3,12,15.2,2020,2020-I
157668,CALLAO,Tradicional,3,15,18.2,2020,2020-I
157667,CALLAO,Tradicional,2,19,30.1,2020,2020-I
157657,CALLAO,Tradicional,3,23,22.3,2020,2020-I
157630,CALLAO,Frio,3,26,16.1,2020,2020-I
157628,CALLAO,Frio,5,23,16.4,2020,2020-I
157702,CALLAO,Tradicional,1,8,15.0,2020,2020-I
157703,CALLAO,Tradicional,3,10,17.9,2020,2020-I
157748,CALLAO,Tradicional,3,10,17.9,2020,2020-I
157695,CALLAO,Tradicional,2,10,14.9,2020,2020-I
157701,CALLAO,Tradicional,2,9,14.6,2020,2020-I
157745,CALLAO,Tradicional,2,10,15.6,2020,2020-I
157651,CALLAO,Tradicional,3,13,16.8,2020,2020-I
157750,CALLAO,Tradicional,3,12,17.1,2020,2020-I
157666,CALLAO,Tradicional,1,11,16.2,2020,2020-I
157714,CALLAO,Tradicional,2,13,16.0,2020,2020-I
157704,CALLAO,Tradicional,2,13,17.5,2020,2020-I
157725,CALLAO,Tradicional,2,14,16.6,2020,2020-I
157688,CALLAO,Tradicional,1,10,17.1,2020,2020-I
157674,CALLAO,Tradicional,1,15,19.5,2020,2020-I
157728,CALLAO,Tradicional,1,12,20.3,2020,2020-I
157742,CALLAO,Tradicional,1,16,21.3,2020,2020-I
157661,CALLAO,Tradicional,3,20,20.2,2020,2020-I
157687,CALLAO,Tradicional,2,16,19.8,2020,2020-I
157637,CALLAO,Tradicional,2,16,17.3,2020,2020-I
157706,CALLAO,Tradicional,2,18,21.3,2020,2020-I
157684,CALLAO,Tradicional,2,18,23.9,2020,2020-I
157717,CALLAO,Frio,2,21,17.5,2020,2020-I
157713,CALLAO,Frio,1,21,15.4,2020,2020-I
157705,CALLAO,Frio,4,23,17.8,2020,2020-I
157771,CALLAO,Tradicional,2,7,15.8,2020,2020-I
157715,CALLAO,Frio,3,29,17.8,2020,2020-I
157800,CALLAO,Tradicional,2,10,19.1,2020,2020-I
157808,CALLAO,Tradicional,2,8,15.4,2020,2020-I
157802,CALLAO,Tradicional,2,8,17.0,2020,2020-I
